program_id,sample_id,run_id,iterations_count,engine_overhead_time_ns,execution_loop_time_ns,total_time_ns,mem_allocs_count,mem_allocs_bytes
1,1,1,24074,17862,29302,47164,43,42573
1,1,2,26506,15238,30531,45769,43,42547
1,1,3,24432,16089,31039,47128,43,42569
1,1,4,27267,15010,31775,46785,43,42540
1,1,5,25798,15988,27997,43985,43,42554
1,1,6,24312,15472,31613,47085,43,42571
1,1,7,24529,15707,40153,55860,43,42569
1,1,8,26272,15394,29759,45153,43,42550
1,1,9,26492,14858,28777,43635,43,42548
1,1,10,26032,15717,29509,45226,43,42552
1,1,11,26034,15592,32122,47714,43,42553
1,1,12,25506,15842,26438,42280,43,42557
1,1,13,29409,12590,29671,42261,43,42522
1,1,14,25558,15530,27620,43150,43,42557
1,1,15,27807,14782,29309,44091,43,42536
1,1,16,28046,14579,29391,43970,43,42534
1,1,17,24392,16897,34475,51372,43,42570
1,1,18,22522,17652,29226,46878,43,42529
1,1,19,26634,14734,28872,43606,43,42546
1,1,20,27093,14202,29627,43829,43,42542
1,1,21,27110,14524,29127,43651,43,42542
1,1,22,27331,14300,29765,44065,43,42540
1,1,23,24619,14801,30495,45296,43,42567
1,1,24,25447,17692,27718,45410,43,42558
1,1,25,26448,15486,28921,44407,43,42548
1,1,26,23934,17094,30392,47486,43,42575
1,1,27,24904,16498,30469,46967,43,42563
1,1,28,27385,14471,29834,44305,43,42540
1,1,29,27330,14886,28335,43221,43,42540
1,1,30,27409,14580,27854,42434,43,42539
1,1,31,30195,12603,24803,37406,43,42576
1,1,32,26098,15053,29495,44548,43,42551
1,1,33,26124,14935,28247,43182,43,42551
1,1,34,26738,14062,31033,45095,43,42545
1,1,35,25444,15211,36560,51771,43,42559
1,1,36,24415,16678,32638,49316,43,42570
1,1,37,30168,14465,21485,35950,43,42576
1,1,38,27045,13323,30660,43983,43,42543
1,1,39,28652,14263,30570,44833,43,42529
1,1,40,25945,14329,29902,44231,43,42554
1,1,41,26630,13167,31485,44652,43,42547
1,1,42,25540,15896,29204,45100,43,42557
1,1,43,26128,14500,30916,45416,43,42551
1,1,44,24283,15831,31966,47797,43,42571
1,1,45,25867,15264,28545,43809,43,42554
1,1,46,26986,14902,28685,43587,43,42543
1,1,47,30733,12343,25357,37700,43,42571
1,1,48,27171,14981,28255,43236,43,42541
1,1,49,25446,16994,26821,43815,43,42559
1,1,50,30957,12131,29172,41303,43,42569
2,1,1,19113,21105,35468,56573,44,59090
2,1,2,16903,17926,57956,75882,44,59059
2,1,3,15080,23644,54997,78641,44,59088
2,1,4,18507,18875,48257,67132,44,59058
2,1,5,17742,21113,47973,69086,44,59046
2,1,6,16984,21996,46104,68100,44,59057
2,1,7,17556,19235,47887,67122,44,59048
2,1,8,21307,18511,36895,55406,44,59060
2,1,9,18561,18405,49881,68286,44,59057
2,1,10,21138,17027,43798,60825,44,59063
2,1,11,16742,20626,46333,66959,44,59060
2,1,12,18560,19082,47434,66516,44,59057
2,1,13,18160,19619,48224,67843,44,59042
2,1,14,19021,19124,46173,65297,44,59091
2,1,15,17629,20614,48290,68904,44,59048
2,1,16,18177,20361,50279,70640,44,59041
2,1,17,17853,20294,45199,65493,44,59044
2,1,18,17676,20900,45404,66304,44,59047
2,1,19,18566,18959,49959,68918,44,59057
2,1,20,15889,24026,50312,74338,44,59075
2,1,21,21500,16835,52051,68886,44,59059
2,1,22,20980,18620,37057,55677,44,59065
2,1,23,21055,17851,37975,55826,44,59063
2,1,24,19576,17565,50036,67601,44,59083
2,1,25,18723,18996,47401,66397,44,59095
2,1,26,18316,20863,48927,69790,44,59040
2,1,27,15604,23778,57014,80792,44,59080
2,1,28,13974,26770,50360,77130,44,59046
2,1,29,17611,22133,43563,65696,44,59048
2,1,30,17151,19458,47911,67369,44,59054
2,1,31,21277,19382,35261,54643,44,59060
2,1,32,19510,17359,48477,65836,44,59083
2,1,33,17778,19280,46473,65753,44,59046
2,1,34,18470,21285,45799,67084,44,59057
2,1,35,17763,20698,45841,66539,44,59046
2,1,36,21463,17863,39100,56963,44,59058
2,1,37,17950,20577,45906,66483,44,59044
2,1,38,13286,23338,58185,81523,44,59058
2,1,39,17215,23155,47236,70391,44,59054
2,1,40,18278,19370,45536,64906,44,59040
2,1,41,17938,19673,43612,63285,44,59044
2,1,42,20350,17669,40997,58666,44,59071
2,1,43,18230,20711,45610,66321,44,59040
2,1,44,18018,19898,47397,67295,44,59043
2,1,45,17690,18759,48617,67376,44,59047
2,1,46,16851,19717,52749,72466,44,59059
2,1,47,22423,17995,36921,54916,44,59048
2,1,48,18614,18479,47884,66363,44,59056
2,1,49,18104,19758,47164,66922,44,59041
2,1,50,18210,20104,47763,67867,44,59040
3,1,1,10000,38600,113052,151652,47,82268
3,1,2,10000,39018,112630,151648,47,82261
3,1,3,7399,38812,130929,169741,47,82292
3,1,4,10000,39054,112858,151912,47,82251
3,1,5,8227,44794,141860,186654,47,82257
3,1,6,9124,43350,117222,160572,47,82246
3,1,7,10000,39089,112800,151889,47,82260
3,1,8,7521,38623,123761,162384,47,82279
3,1,9,7356,38252,120299,158551,47,82266
3,1,10,6506,38828,126904,165732,47,82253
3,1,11,7660,37659,117564,155223,47,82280
3,1,12,9489,39212,115105,154317,47,82277
3,1,13,7677,38483,103870,142353,47,82273
3,1,14,9928,33605,110116,143721,47,82255
3,1,15,10000,39590,120801,160391,47,82257
3,1,16,10000,44474,111119,155593,47,82273
3,1,17,7442,38155,121255,159410,47,82262
3,1,18,8486,38284,108550,146834,47,82233
3,1,19,8221,33942,102656,136598,47,82256
3,1,20,10000,32900,101206,134106,47,82239
3,1,21,8716,33958,103516,137474,47,82259
3,1,22,9148,33092,103243,136335,47,82248
3,1,23,10000,33933,119074,153007,47,82279
3,1,24,6268,39271,124133,163404,47,82253
3,1,25,9429,38997,117008,156005,47,82262
3,1,26,10000,37875,115155,153030,47,82254
3,1,27,7621,44483,137880,182363,47,82264
3,1,28,7627,39435,117609,157044,47,82302
3,1,29,10000,38761,116697,155458,47,82255
3,1,30,7651,39090,111569,150659,47,82254
3,1,31,10000,34155,99119,133274,47,82253
3,1,32,8211,37849,115161,153010,47,82235
3,1,33,7921,39173,126023,165196,47,82270
3,1,34,8883,39579,120135,159714,47,82275
3,1,35,7666,38348,113716,152064,47,82277
3,1,36,10000,38263,112985,151248,47,82252
3,1,37,7684,39370,127105,166475,47,82251
3,1,38,7092,39703,132704,172407,47,82257
3,1,39,10000,37748,151190,188938,47,82275
3,1,40,7216,39350,126461,165811,47,82289
3,1,41,9894,38878,114331,153209,47,82257
3,1,42,7933,38053,139011,177064,47,82247
3,1,43,6627,37786,125819,163605,47,82252
3,1,44,7692,38441,120574,159015,47,82269
3,1,45,10000,33987,102998,136985,47,82266
3,1,46,10000,39045,109849,148894,47,82245
3,1,47,10000,33061,106292,139353,47,82275
3,1,48,6110,45415,133196,178611,47,82275
3,1,49,8462,34915,125152,160067,47,82254
3,1,50,10000,40009,113123,153132,47,82250
4,1,1,10000,32133,85878,118011,45,61617
4,1,2,10000,33212,80757,113969,45,61612
4,1,3,10000,32858,89360,122218,45,61621
4,1,4,10000,32957,85574,118531,45,61613
4,1,5,10000,33120,90202,123322,45,61613
4,1,6,10000,27401,77064,104465,45,61609
4,1,7,10000,28257,81037,109294,45,61619
4,1,8,10000,30267,77909,108176,45,61609
4,1,9,10000,31978,93543,125521,45,61618
4,1,10,10000,33041,86009,119050,45,61620
4,1,11,10000,32847,95221,128068,45,61604
4,1,12,10000,34134,85347,119481,45,61622
4,1,13,10000,32835,88828,121663,45,61620
4,1,14,10000,33705,85586,119291,45,61619
4,1,15,10000,32542,90069,122611,45,61613
4,1,16,8766,33460,89182,122642,45,61619
4,1,17,10000,27747,77015,104762,45,61615
4,1,18,10000,27758,79777,107535,45,61613
4,1,19,10000,32583,88101,120684,45,61617
4,1,20,10000,37610,97293,134903,45,61612
4,1,21,6970,38408,107900,146308,45,61615
4,1,22,8780,32396,87706,120102,45,61619
4,1,23,10000,32674,89110,121784,45,61621
4,1,24,10000,27627,75873,103500,45,61621
4,1,25,10000,31394,85930,117324,45,61619
4,1,26,10000,32890,88137,121027,45,61616
4,1,27,10000,32723,87884,120607,45,61619
4,1,28,10000,32965,85780,118745,45,61615
4,1,29,10000,32673,84828,117501,45,61614
4,1,30,10000,32784,88044,120828,45,61615
4,1,31,10000,35905,90207,126112,45,61618
4,1,32,10000,36285,88328,124613,45,61604
4,1,33,8349,36459,89311,125770,45,61609
4,1,34,10000,27449,79673,107122,45,61614
4,1,35,10000,28268,77110,105378,45,61621
4,1,36,10000,32368,87317,119685,45,61616
4,1,37,9900,33028,86776,119804,45,61615
4,1,38,10000,30871,77344,108215,45,61613
4,1,39,9736,34078,127592,161670,45,61639
4,1,40,5924,77103,123390,200493,45,61649
4,1,41,10000,31666,91938,123604,45,61628
4,1,42,7410,44343,133782,178125,45,61663
4,1,43,10000,36182,94261,130443,45,61630
4,1,44,10000,26828,74754,101582,45,61616
4,1,45,10000,27505,74689,102194,45,61605
4,1,46,10000,30538,85330,115868,45,61601
4,1,47,10000,32553,85821,118374,45,61610
4,1,48,10110,32672,89436,122108,45,61609
4,1,49,10000,33171,86922,120093,45,61614
4,1,50,10000,32056,91052,123108,45,61605
5,1,1,6780,59107,144813,203920,45,60995
5,1,2,9117,63858,111650,175508,45,60952
5,1,3,7114,58847,110108,168955,45,61053
5,1,4,7110,56424,93081,149505,45,60998
5,1,5,10000,49759,87514,137273,45,60818
5,1,6,10000,49067,90500,139567,45,61024
5,1,7,10000,48787,102784,151571,45,60999
5,1,8,7621,58325,105431,163756,45,60997
5,1,9,10000,56748,97879,154627,45,60934
5,1,10,9462,58773,102466,161239,45,61016
5,1,11,9458,54422,84546,138968,45,60992
5,1,12,8422,61766,137285,199051,45,61082
5,1,13,6813,65628,106742,172370,45,61051
5,1,14,10000,59459,99290,158749,45,60918
5,1,15,8731,58797,105257,164054,45,60979
5,1,16,8202,56785,105310,162095,45,60982
5,1,17,10000,56615,99906,156521,45,60976
5,1,18,10000,58546,101505,160051,45,60934
5,1,19,9871,58241,111844,170085,45,60955
5,1,20,6614,58571,103844,162415,45,61015
5,1,21,9870,56328,121385,177713,45,60955
5,1,22,7204,59623,84059,143682,45,61037
5,1,23,10000,49170,104630,153800,45,60982
5,1,24,9164,55968,107714,163682,45,61067
5,1,25,10000,55213,82432,137645,45,61024
5,1,26,10000,52359,105933,158292,45,60953
5,1,27,10000,57261,109302,166563,45,60934
5,1,28,8518,59276,101406,160682,45,61002
5,1,29,10000,50770,88763,139533,45,61024
5,1,30,6976,57006,110308,167314,45,60988
5,1,31,7218,58687,107771,166458,45,61022
5,1,32,10000,58906,117932,176838,45,60970
5,1,33,7662,71391,116347,187738,45,61044
5,1,34,10000,61873,96142,158015,45,60918
5,1,35,10000,58469,86734,145203,45,60973
5,1,36,6400,49125,107581,156706,45,60985
5,1,37,10000,58914,102630,161544,45,61019
5,1,38,9090,59328,129021,188349,45,60991
5,1,39,10000,57445,102773,160218,45,60970
5,1,40,9880,58218,102624,160842,45,60983
5,1,41,10000,57677,109117,166794,45,60948
5,1,42,7902,64560,109352,173912,45,61021
5,1,43,7386,62172,104261,166433,45,61001
5,1,44,7940,56861,111852,168713,45,61015
5,1,45,7723,53914,95176,149090,45,60962
5,1,46,10000,52098,90838,142936,45,60985
5,1,47,10000,51542,89610,141152,45,60866
5,1,48,10000,52964,83532,136496,45,60922
5,1,49,7424,51962,90889,142851,45,61026
5,1,50,9474,51637,85059,136696,45,60919
6,1,1,7420,55293,124488,179781,46,64607
6,1,2,5950,66833,143520,210353,46,64595
6,1,3,7929,62436,122949,185385,46,64591
6,1,4,6990,54909,124737,179646,46,64583
6,1,5,10000,56455,121550,178005,46,64595
6,1,6,6602,59870,125968,185838,46,64572
6,1,7,8820,54793,122167,176960,46,64589
6,1,8,6802,57249,126176,183425,46,64586
6,1,9,5954,56108,131476,187584,46,64598
6,1,10,10000,55868,119034,174902,46,64599
6,1,11,6596,56093,127928,184021,46,64571
6,1,12,7147,61408,124364,185772,46,64575
6,1,13,8481,52037,128527,180564,46,64574
6,1,14,5911,67650,122697,190347,46,64593
6,1,15,7904,49371,105916,155287,46,64590
6,1,16,7460,49291,120947,170238,46,64605
6,1,17,5924,55796,131298,187094,46,64600
6,1,18,8756,56540,127218,183758,46,64587
6,1,19,5970,56285,129182,185467,46,64597
6,1,20,7440,56727,110022,166749,46,64606
6,1,21,10000,48841,116794,165635,46,64595
6,1,22,7936,55437,128412,183849,46,64588
6,1,23,4916,65050,157071,222121,46,64578
6,1,24,6765,70099,149169,219268,46,64588
6,1,25,10000,63992,98908,162900,46,64599
6,1,26,7350,48694,111791,160485,46,64609
6,1,27,6784,56270,128234,184504,46,64587
6,1,28,8790,58365,126164,184529,46,64586
6,1,29,5794,56826,132390,189216,46,64604
6,1,30,5920,57978,126080,184058,46,64599
6,1,31,6606,55635,129355,184990,46,64573
6,1,32,7658,56273,139764,196037,46,64598
6,1,33,7236,63767,131060,194827,46,64615
6,1,34,5946,54861,131112,185973,46,64596
6,1,35,7977,58427,133231,191658,46,64587
6,1,36,8481,59060,121277,180337,46,64576
6,1,37,9889,57776,122231,180007,46,64598
6,1,38,6499,54761,126833,181594,46,64575
6,1,39,7186,57560,137317,194877,46,64616
6,1,40,9412,55125,110792,165917,46,64610
6,1,41,7207,52951,145975,198926,46,64615
6,1,42,6366,60420,115265,175685,46,64580
6,1,43,6973,60210,147570,207780,46,64583
6,1,44,5523,63158,129621,192779,46,64577
6,1,45,5950,57338,126212,183550,46,64595
6,1,46,6769,56530,128851,185381,46,64590
6,1,47,6931,56418,126611,183029,46,64581
6,1,48,10000,57600,105361,162961,46,64595
6,1,49,9502,50971,127418,178389,46,64611
6,1,50,7599,56955,125633,182588,46,64604
7,1,1,10000,27976,109837,137813,47,88519
7,1,2,8815,31946,111226,143172,47,88515
7,1,3,9115,31520,105041,136561,47,88498
7,1,4,10000,31192,106826,138018,47,88517
7,1,5,10000,29392,102985,132377,47,88515
7,1,6,10000,28694,106046,134740,47,88515
7,1,7,7928,30521,104716,135237,47,88518
7,1,8,8464,28757,90567,119324,47,88495
7,1,9,10000,26151,92856,119007,47,88509
7,1,10,9925,25759,98584,124343,47,88516
7,1,11,10000,29732,116399,146131,47,88518
7,1,12,10000,30548,100510,131058,47,88512
7,1,13,9900,30619,123059,153678,47,88520
7,1,14,10000,33927,89428,123355,47,88521
7,1,15,9896,25104,97593,122697,47,88519
7,1,16,8559,30242,107121,137363,47,88494
7,1,17,8133,30823,101673,132496,47,88507
7,1,18,9495,26440,87288,113728,47,88532
7,1,19,10000,26834,107395,134229,47,88517
7,1,20,10000,30402,103017,133419,47,88519
7,1,21,8510,30511,100429,130940,47,88496
7,1,22,10000,31323,90193,121516,47,88523
7,1,23,10000,25367,88308,113675,47,88520
7,1,24,7611,30836,104443,135279,47,88527
7,1,25,10000,30116,98128,128244,47,88524
7,1,26,10000,29721,108364,138085,47,88516
7,1,27,8474,31234,104700,135934,47,88495
7,1,28,6966,31045,115739,146784,47,88509
7,1,29,8498,30947,101553,132500,47,88499
7,1,30,9831,30424,100504,130928,47,88512
7,1,31,8476,29791,105485,135276,47,88497
7,1,32,8475,30598,111609,142207,47,88491
7,1,33,8132,31917,118789,150706,47,88509
7,1,34,9201,30257,102402,132659,47,88499
7,1,35,9646,29330,107101,136431,47,88530
7,1,36,10000,30973,100083,131056,47,88519
7,1,37,10000,30429,116864,147293,47,88529
7,1,38,10000,36538,114694,151232,47,88519
7,1,39,9142,33672,101847,135519,47,88498
7,1,40,10000,24713,95460,120173,47,88523
7,1,41,10000,29052,102877,131929,47,88511
7,1,42,10000,29715,102750,132465,47,88519
7,1,43,10000,24600,88151,112751,47,88510
7,1,44,10000,25559,86520,112079,47,88510
7,1,45,7701,28970,104803,133773,47,88518
7,1,46,10000,31202,102780,133982,47,88513
7,1,47,10000,29723,108561,138284,47,88517
7,1,48,10000,30912,110681,141593,47,88511
7,1,49,10166,27692,91347,119039,47,88515
7,1,50,10000,25740,88176,113916,47,88510
8,1,1,9548,40719,93689,134408,44,55871
8,1,2,9121,44992,107031,152023,44,55826
8,1,3,7695,42816,94054,136870,44,55854
8,1,4,8154,41632,98305,139937,44,55856
8,1,5,10000,43365,94718,138083,44,55854
8,1,6,10000,42781,97198,139979,44,55871
8,1,7,9963,43071,94723,137794,44,55856
8,1,8,9946,43097,119386,162483,44,55883
8,1,9,7177,46675,109922,156597,44,55881
8,1,10,8796,45409,91550,136959,44,55861
8,1,11,10000,41890,91686,133576,44,55849
8,1,12,5074,66944,173515,240459,44,55853
8,1,13,9172,51533,98983,150516,44,55847
8,1,14,8853,41287,99660,140947,44,55851
8,1,15,8510,43164,111152,154316,44,55837
8,1,16,10000,42212,94609,136821,44,55844
8,1,17,9934,42959,92102,135061,44,55863
8,1,18,10000,43554,100813,144367,44,55855
8,1,19,10000,45061,96093,141154,44,55865
8,1,20,7966,41840,97989,139829,44,55854
8,1,21,10000,43831,95271,139102,44,55857
8,1,22,7900,48109,92620,140729,44,55848
8,1,23,10000,41960,91371,133331,44,55853
8,1,24,8479,43538,83524,127062,44,55835
8,1,25,10000,37038,90385,127423,44,55860
8,1,26,10000,44172,91802,135974,44,55852
8,1,27,10000,42749,93169,135918,44,55855
8,1,28,8169,42633,99589,142222,44,55862
8,1,29,8964,42140,97670,139810,44,55855
8,1,30,7957,51477,472101,523578,44,55853
8,1,31,10000,44323,88015,132338,44,55845
8,1,32,10000,46723,105525,152248,44,55850
8,1,33,7424,47825,152729,200554,44,55883
8,1,34,10000,49043,87433,136476,44,55835
8,1,35,9158,41580,95443,137023,44,55828
8,1,36,10000,40730,95137,135867,44,55840
8,1,37,10000,41541,101588,143129,44,55856
8,1,38,10000,41226,91913,133139,44,55859
8,1,39,7452,42454,106678,149132,44,55859
8,1,40,7629,46729,109335,156064,44,55868
8,1,41,7854,54559,114161,168720,44,55872
8,1,42,8197,40974,95863,136837,44,55853
8,1,43,9076,70525,107943,178468,44,55840
8,1,44,6924,48714,129012,177726,44,55862
8,1,45,10000,44292,93258,137550,44,55855
8,1,46,7694,43393,95846,139239,44,55861
8,1,47,10000,42062,100069,142131,44,55851
8,1,48,10000,42465,90174,132639,44,55851
8,1,49,10000,42075,77878,119953,44,55838
8,1,50,10000,36380,83139,119519,44,55848
9,1,1,9710,40230,88118,128348,44,46524
9,1,2,10000,38217,94657,132874,44,46518
9,1,3,8592,43637,95567,139204,44,46491
9,1,4,10000,43761,90145,133906,44,46516
9,1,5,10000,43220,93116,136336,44,46517
9,1,6,10000,42023,76187,118210,44,46516
9,1,7,8845,37651,88733,126384,44,46504
9,1,8,10000,43470,81186,124656,44,46517
9,1,9,10000,37378,83755,121133,44,46516
9,1,10,10000,49577,95465,145042,44,46517
9,1,11,8397,44792,93178,137970,44,46496
9,1,12,8346,43645,94909,138554,44,46497
9,1,13,9814,43942,79371,123313,44,46520
9,1,14,10000,36700,87967,124667,44,46517
9,1,15,9504,43506,94489,137995,44,46530
9,1,16,8768,42832,92655,135487,44,46508
9,1,17,8515,43675,92575,136250,44,46493
9,1,18,9511,43966,90819,134785,44,46530
9,1,19,10000,44004,89710,133714,44,46516
9,1,20,10000,44378,92990,137368,44,46516
9,1,21,10000,43456,96123,139579,44,46516
9,1,22,10000,51187,98605,149792,44,46518
9,1,23,8488,49189,92521,141710,44,46495
9,1,24,10000,43982,86465,130447,44,46516
9,1,25,8552,44566,97328,141894,44,46493
9,1,26,10000,41258,77756,119014,44,46516
9,1,27,10000,37646,81063,118709,44,46517
9,1,28,10000,37633,92144,129777,44,46517
9,1,29,10000,42917,102300,145217,44,46517
9,1,30,10000,47144,93543,140687,44,46518
9,1,31,10000,50676,127277,177953,44,46518
9,1,32,10000,37231,87014,124245,44,46517
9,1,33,10000,49322,82665,131987,44,46517
9,1,34,10000,46763,80452,127215,44,46516
9,1,35,9680,58157,64557,122714,44,46525
9,1,36,10000,38722,85790,124512,44,46515
9,1,37,10000,40829,92303,133132,44,46517
9,1,38,8473,39142,153166,192308,44,46497
9,1,39,10000,33214,85404,118618,44,46516
9,1,40,8228,41420,132462,173882,44,46502
9,1,41,10000,40340,117954,158294,44,46516
9,1,42,7458,52348,101032,153380,44,46523
9,1,43,8467,43181,94984,138165,44,46495
9,1,44,8456,45360,94790,140150,44,46496
9,1,45,7911,43476,95414,138890,44,46510
9,1,46,7928,44967,94558,139525,44,46509
9,1,47,6878,45128,133037,178165,44,46501
9,1,48,10000,45128,91715,136843,44,46516
9,1,49,10000,44054,96821,140875,44,46517
9,1,50,7428,44666,98169,142835,44,46525
10,1,1,14509,23297,54113,77410,44,48068
10,1,2,20094,18702,46326,65028,44,48082
10,1,3,17427,21532,44682,66214,44,48058
10,1,4,17422,24177,89753,113930,44,48065
10,1,5,18400,17651,47189,64840,44,48047
10,1,6,19124,19200,44124,63324,44,48096
10,1,7,19563,18571,48263,66834,44,48095
10,1,8,19821,18613,43756,62369,44,48084
10,1,9,17110,20031,49746,69777,44,48062
10,1,10,17673,22580,44156,66736,44,48056
10,1,11,17715,21729,42519,64248,44,48056
10,1,12,19816,18394,42157,60551,44,48083
10,1,13,16672,24655,42809,67464,44,48068
10,1,14,20616,20328,40234,60562,44,48077
10,1,15,18847,19830,43717,63547,44,48099
10,1,16,19437,18772,42497,61269,44,48088
10,1,17,19178,19030,41795,60825,44,48093
10,1,18,17956,21207,44898,66105,44,48050
10,1,19,19664,19669,42282,61951,44,48088
10,1,20,22496,15994,38224,54218,44,48050
10,1,21,18462,19497,42498,61995,44,48061
10,1,22,20018,19627,43119,62746,44,48087
10,1,23,19521,20073,41189,61262,44,48091
10,1,24,18684,20435,41654,62089,44,48102
10,1,25,19926,18451,44926,63377,44,48084
10,1,26,17100,21919,42222,64141,44,48063
10,1,27,20193,18791,49382,68173,44,48087
10,1,28,16910,22751,49932,72683,44,48066
10,1,29,18552,22048,47385,69433,44,48061
10,1,30,19812,19135,41410,60545,44,48082
10,1,31,19206,19985,42189,62174,44,48095
10,1,32,17354,21097,43885,64982,44,48058
10,1,33,18055,22434,38854,61288,44,48050
10,1,34,19808,18704,42258,60962,44,48080
10,1,35,19284,19664,43273,62937,44,48091
10,1,36,17737,19407,47221,66628,44,48056
10,1,37,17230,22006,46955,68961,44,48058
10,1,38,19656,20442,44237,64679,44,48084
10,1,39,19740,18412,43676,62088,44,48089
10,1,40,18838,21284,39598,60882,44,48100
10,1,41,18966,20015,40972,60987,44,48095
10,1,42,19364,19119,39661,58780,44,48088
10,1,43,19561,20578,40635,61213,44,48086
10,1,44,19214,19958,41393,61351,44,48092
10,1,45,19633,19984,42227,62211,44,48092
10,1,46,18684,20041,42130,62171,44,48101
10,1,47,20038,21469,35396,56865,44,48083
10,1,48,17841,20007,41744,61751,44,48055
10,1,49,19850,19676,41233,60909,44,48081
10,1,50,19303,19507,43025,62532,44,48092
11,1,1,10000,34390,67808,102198,45,53152
11,1,2,10000,34141,77015,111156,45,53164
11,1,3,10000,35360,73161,108521,45,53158
11,1,4,10000,35767,74615,110382,45,53164
11,1,5,10000,35939,69363,105302,45,53162
11,1,6,10000,35679,76616,112295,45,53160
11,1,7,10000,38459,74530,112989,45,53163
11,1,8,10000,36718,74798,111516,45,53166
11,1,9,10000,35142,75596,110738,45,53168
11,1,10,10000,35238,76840,112078,45,53164
11,1,11,10000,35242,72163,107405,45,53155
11,1,12,10000,35321,74600,109921,45,53160
11,1,13,10000,35021,69962,104983,45,53152
11,1,14,10000,35119,71922,107041,45,53155
11,1,15,10000,35190,75912,111102,45,53171
11,1,16,10000,35381,73481,108862,45,53158
11,1,17,10990,34700,74442,109142,45,53131
11,1,18,10000,34734,76249,110983,45,53160
11,1,19,10000,34826,84965,119791,45,53164
11,1,20,10000,41770,82943,124713,45,53159
11,1,21,10000,37713,71715,109428,45,53162
11,1,22,12451,30503,74734,105237,45,53164
11,1,23,10000,35436,71434,106870,45,53159
11,1,24,9523,35548,71116,106664,45,53171
11,1,25,10000,34554,72782,107336,45,53156
11,1,26,12603,30998,69062,100060,45,53160
11,1,27,11394,34637,75167,109804,45,53149
11,1,28,10000,35916,77658,113574,45,53160
11,1,29,10000,36786,73667,110453,45,53161
11,1,30,9111,39903,77819,117722,45,53148
11,1,31,10000,39369,186103,225472,45,53178
11,1,32,6032,88876,164583,253459,45,53175
11,1,33,9236,59166,164950,224116,45,53186
11,1,34,7058,39747,193088,232835,45,53149
11,1,35,7502,80274,91490,171764,45,53164
11,1,36,3924,91243,197237,288480,45,53159
11,1,37,10000,37840,91021,128861,45,53162
11,1,38,10000,55981,81993,137974,45,53159
11,1,39,10000,44902,106625,151527,45,53161
11,1,40,10000,37595,91501,129096,45,53167
11,1,41,10000,37574,83927,121501,45,53155
11,1,42,10000,42234,77704,119938,45,53162
11,1,43,10000,37034,78322,115356,45,53160
11,1,44,6571,61246,202610,263856,45,53150
11,1,45,10000,34404,73628,108032,45,53157
11,1,46,10000,34769,76660,111429,45,53164
11,1,47,5454,41899,182079,223978,45,53152
11,1,48,5215,75695,166286,241981,45,53168
11,1,49,6660,107968,129822,237790,45,53169
11,1,50,4878,79437,194836,274273,45,53171
12,1,1,2998,138916,215985,354901,44,58077
12,1,2,5157,105793,239134,344927,44,58095
12,1,3,3472,158955,135361,294316,44,58102
12,1,4,3156,120211,238012,358223,44,58073
12,1,5,3636,107500,273498,380998,44,58114
12,1,6,4232,106327,291883,398210,44,58092
12,1,7,3332,184955,177956,362911,44,58100
12,1,8,3793,123600,152545,276145,44,58093
12,1,9,2926,117361,289705,407066,44,58087
12,1,10,3750,135541,220675,356216,44,58109
12,1,11,3157,129806,230293,360099,44,58079
12,1,12,4272,127162,308207,435369,44,58085
12,1,13,4123,120661,159281,279942,44,58067
12,1,14,2882,128720,269129,397849,44,58099
12,1,15,4928,89004,137261,226265,44,58085
12,1,16,7996,52100,127755,179855,44,58086
12,1,17,7941,54701,139188,193889,44,58087
12,1,18,6808,60197,126661,186858,44,58077
12,1,19,8002,51395,118013,169408,44,58083
12,1,20,7225,57681,120721,178402,44,58117
12,1,21,7951,52329,115971,168300,44,58088
12,1,22,4137,62278,269809,332087,44,58081
12,1,23,3634,114331,284612,398943,44,58108
12,1,24,4202,104278,187037,291315,44,58072
12,1,25,7491,53148,115829,168977,44,58102
12,1,26,7048,51767,141126,192893,44,58068
12,1,27,7208,62187,121994,184181,44,58114
12,1,28,6468,64103,163788,227891,44,58074
12,1,29,7970,53672,117402,171074,44,58087
12,1,30,9229,50245,116249,166494,44,58111
12,1,31,7502,55116,135812,190928,44,58107
12,1,32,7996,51016,118996,170012,44,58095
12,1,33,7498,50958,117544,168502,44,58113
12,1,34,7981,51733,127537,179270,44,58086
12,1,35,7944,57159,119091,176250,44,58101
12,1,36,7483,52222,124322,176544,44,58099
12,1,37,8191,53377,131650,185027,44,58083
12,1,38,7701,54823,119467,174290,44,58097
12,1,39,8517,58853,117378,176231,44,58071
12,1,40,8569,50205,120187,170392,44,58073
12,1,41,7993,50978,120539,171517,44,58086
12,1,42,8046,51745,116416,168161,44,58090
12,1,43,8550,50792,121512,172304,44,58078
12,1,44,7467,54090,131610,185700,44,58105
12,1,45,8014,55996,119829,175825,44,58088
12,1,46,7977,50524,117716,168240,44,58090
12,1,47,7982,55081,112563,167644,44,58087
12,1,48,6297,56264,146563,202827,44,58094
12,1,49,7977,57258,136559,193817,44,58090
12,1,50,7498,50912,121600,172512,44,58107
13,1,1,10000,26408,91838,118246,46,65774
13,1,2,10000,26438,82849,109287,46,65776
13,1,3,10000,26414,84305,110719,46,65775
13,1,4,10000,26895,77545,104440,46,65775
13,1,5,10000,26987,77694,104681,46,65772
