Opcode Name
0x54 SLOAD_COLD
0x54 SLOAD_WARM
0x55 SSTORE_COLD_CHANGE
0x55 SSTORE_COLD_NO_CHANGE
0x55 SSTORE_WARM_CHANGE
0x55 SSTORE_WARM_NO_CHANGE
