op,estimate_marginal_ns,estimate_marginal_ns_stderr,env
DUP14,140.815046435339,16.8792627504324,ethereumjs
DUP15,131.811885422126,21.3688387889905,ethereumjs
DUP16,139.169617176597,17.3595729688001,ethereumjs
SWAP1,103.539239025673,16.3436555196987,ethereumjs
SWAP2,100.981247900018,21.7567968951269,ethereumjs
SWAP3,102.869979256001,16.2307100351377,ethereumjs
SWAP4,99.0617875167229,16.6841124324516,ethereumjs
SWAP5,119.907176847479,22.8846001808434,ethereumjs
SWAP6,98.0034357860335,19.6488192648424,ethereumjs
SWAP7,105.119450310451,17.188422529215,ethereumjs
SWAP8,84.7096420388064,14.0854648827609,ethereumjs
SWAP9,117.052349015239,18.8087993290774,ethereumjs
SWAP10,113.01100734466,12.0510875046035,ethereumjs
SWAP11,121.427324864759,21.8677500294824,ethereumjs
SWAP12,85.5200325300257,24.6857249303919,ethereumjs
SWAP13,140.34053726121,12.9298764683893,ethereumjs
SWAP14,109.315399531316,19.5132972287549,ethereumjs
SWAP15,122.219638626372,20.9337048823499,ethereumjs
SWAP16,122.221173335871,26.34852774269,ethereumjs
