program_id,sample_id,total_time_ns,iterations_count,std_dev_time_ns
ADDRESS_0,3,327,2918900,26.3
ADDRESS_0,4,326,3080500,26.28
ADDRESS_0,5,324,2984550,22.89
ADDRESS_0,6,321,2969400,23.22
ADDRESS_0,7,326,2954250,25.36
ADDRESS_0,8,334,3040100,20.93
ADDRESS_0,9,332,2858300,22.97
ADDRESS_0,10,330,2994650,24.45
ADDRESS_50,1,440,2257350,36.0
ADDRESS_50,2,446,2181600,26.06
ADDRESS_50,3,435,2216950,30.83
ADDRESS_50,4,435,2378550,28.78
ADDRESS_50,5,434,2237150,28.79
ADDRESS_50,6,439,2292700,31.98
ADDRESS_50,7,442,2257350,27.18
ADDRESS_50,8,432,2227050,32.14
ADDRESS_50,9,432,2338150,32.53
ADDRESS_50,10,444,2328050,29.37
ADDRESS_30,1,388,2540150,22.28
ADDRESS_30,2,395,2403800,27.01
ADDRESS_30,3,389,2489650,23.61
ADDRESS_30,4,393,2489650,25.97
ADDRESS_30,5,393,2535100,20.41
ADDRESS_30,6,401,2550250,23.66
ADDRESS_30,7,392,2509850,20.81
ADDRESS_30,8,397,2550250,28.02
ADDRESS_30,9,392,2474500,20.43
ADDRESS_30,10,401,2484600,26.39
ORIGIN_40,1,419,2292700,25.06
ORIGIN_40,2,418,2328050,23.63
ORIGIN_40,3,424,2343200,22.3
ORIGIN_40,4,438,2257350,16.73
ORIGIN_40,5,425,2348250,26.65
ORIGIN_40,6,427,2312900,28.51
ORIGIN_40,7,424,2247250,28.38
ORIGIN_40,8,425,2312900,22.06
ORIGIN_40,9,426,2333100,31.72
ORIGIN_40,10,421,2297750,24.24
ORIGIN_45,1,439,2262400,29.8
ORIGIN_45,2,434,2292700,29.09
ORIGIN_45,3,436,2277550,23.0
ORIGIN_45,4,431,2317950,24.88
ORIGIN_45,5,432,2267450,30.38
ORIGIN_45,6,433,2272500,30.36
ORIGIN_45,7,435,2206850,19.69
ORIGIN_45,8,442,2267450,30.91
ORIGIN_45,9,436,2297750,24.62
ORIGIN_45,10,440,2211900,26.45
ORIGIN_5,1,349,2833050,20.27
ORIGIN_5,2,339,2843150,22.89
ORIGIN_5,3,346,2898700,16.87
ORIGIN_5,4,343,2833050,20.89
ORIGIN_5,5,338,2954250,19.91
ORIGIN_5,6,344,2903750,14.92
ORIGIN_5,7,341,2913850,21.88
ORIGIN_5,8,356,2868400,26.07
ORIGIN_5,9,341,2853250,20.64
ORIGIN_5,10,354,2883550,24.02
ORIGIN_10,1,359,2732050,19.65
ORIGIN_10,2,352,2767400,21.49
ORIGIN_10,3,359,2807800,22.93
ORIGIN_10,4,370,2605800,16.87
ORIGIN_10,5,357,2817900,14.67
ORIGIN_10,6,356,2797700,25.73
ORIGIN_10,7,353,2822950,22.84
ORIGIN_10,8,362,2782550,21.93
ORIGIN_10,9,373,2686600,14.52
ORIGIN_10,10,354,2752250,21.37
ORIGIN_25,1,389,2565400,26.17
ORIGIN_25,2,394,2535100,22.49
ORIGIN_25,3,391,2530050,23.62
ORIGIN_25,4,405,2504800,30.64
ORIGIN_25,5,390,2590650,25.52
ORIGIN_25,6,388,2545200,20.58
ORIGIN_25,7,393,2514900,16.48
ORIGIN_25,8,391,2600750,17.78
ORIGIN_25,9,393,2479550,22.8
ORIGIN_25,10,390,2560350,23.96
ORIGIN_15,1,360,2686600,22.82
ORIGIN_15,2,365,2676500,24.4
ORIGIN_15,3,381,2535100,24.65
ORIGIN_15,4,363,2615900,22.57
ORIGIN_15,5,369,2706800,24.71
ORIGIN_15,6,365,2691650,22.4
ORIGIN_15,7,368,2671450,16.34
ORIGIN_15,8,368,2767400,19.74
ORIGIN_15,9,377,2727000,20.12
ORIGIN_15,10,365,2732050,20.13
ORIGIN_35,1,416,2378550,25.01
ORIGIN_35,2,416,2348250,26.94
ORIGIN_35,3,415,2429050,27.0
ORIGIN_35,4,412,2489650,25.52
ORIGIN_35,5,421,2307850,22.61
ORIGIN_35,6,417,2418950,20.51
ORIGIN_35,7,421,2459350,24.81
ORIGIN_35,8,427,2338150,27.31
ORIGIN_35,9,424,2424000,26.27
ORIGIN_35,10,419,2429050,24.49
ORIGIN_20,1,381,2585600,18.31
ORIGIN_20,2,381,2605800,23.06
ORIGIN_20,3,394,2580550,20.14
ORIGIN_20,4,380,2540150,24.06
ORIGIN_20,5,378,2595700,17.24
ORIGIN_20,6,385,2494700,19.25
ORIGIN_20,7,386,2449250,22.24
ORIGIN_20,8,377,2681550,24.06
ORIGIN_20,9,381,2605800,19.33
ORIGIN_20,10,401,2509850,18.85
ORIGIN_0,1,357,2863350,19.81
ORIGIN_0,2,323,2913850,29.23
ORIGIN_0,3,323,3009800,24.69
ORIGIN_0,4,321,3030000,23.84
ORIGIN_0,5,334,2898700,23.18
ORIGIN_0,6,319,2969400,27.51
ORIGIN_0,7,324,2913850,24.9
ORIGIN_0,8,327,2929000,25.9
ORIGIN_0,9,325,3035050,27.29
ORIGIN_0,10,329,2984550,23.95
ORIGIN_50,1,446,2227050,30.62
ORIGIN_50,2,445,2237150,30.54
ORIGIN_50,3,453,2222000,23.68
ORIGIN_50,4,444,2227050,32.88
ORIGIN_50,5,449,2257350,29.96
ORIGIN_50,6,440,2272500,20.95
ORIGIN_50,7,450,2196750,29.37
ORIGIN_50,8,444,2257350,27.54
ORIGIN_50,9,440,2232100,29.95
ORIGIN_50,10,459,2191700,14.64
ORIGIN_30,1,397,2408850,29.09
ORIGIN_30,2,405,2444200,21.48
ORIGIN_30,3,404,2489650,29.79
ORIGIN_30,4,397,2499750,19.44
ORIGIN_30,5,402,2545200,22.17
ORIGIN_30,6,394,2363400,25.05
ORIGIN_30,7,397,2449250,29.52
ORIGIN_30,8,400,2504800,28.14
ORIGIN_30,9,397,2474500,22.24
ORIGIN_30,10,396,2424000,24.59
CALLER_40,1,414,2338150,20.5
CALLER_40,2,412,2323000,19.17
CALLER_40,3,428,2333100,26.27
CALLER_40,4,423,2353300,20.63
CALLER_40,5,419,2348250,24.86
CALLER_40,6,408,2383600,21.54
CALLER_40,7,412,2297750,25.55
CALLER_40,8,426,2323000,25.6
CALLER_40,9,421,2333100,26.6
CALLER_40,10,422,2378550,21.72
CALLER_45,1,428,2358350,26.06
CALLER_45,2,428,2338150,28.4
CALLER_45,3,428,2302800,25.72
CALLER_45,4,425,2373500,27.48
CALLER_45,5,424,2292700,23.06
CALLER_45,6,426,2353300,24.41
CALLER_45,7,433,2272500,23.58
CALLER_45,8,419,2277550,21.43
CALLER_45,9,426,2373500,27.96
CALLER_45,10,426,2317950,26.28
CALLER_5,1,350,2893650,17.69
CALLER_5,2,351,2843150,12.9
CALLER_5,3,353,2757300,17.61
CALLER_5,4,349,2787600,21.2
CALLER_5,5,345,2817900,16.63
CALLER_5,6,358,2878500,17.28
CALLER_5,7,347,2797700,16.33
CALLER_5,8,363,2732050,21.02
CALLER_5,9,351,2858300,15.25
CALLER_5,10,351,2843150,20.8
CALLER_10,1,357,2721950,15.48
CALLER_10,2,358,2747200,14.71
CALLER_10,3,353,2762350,22.03
CALLER_10,4,381,2605800,12.56
CALLER_10,5,362,2732050,17.75
CALLER_10,6,356,2752250,21.01
CALLER_10,7,365,2752250,14.23
CALLER_10,8,366,2721950,19.69
CALLER_10,9,357,2711850,20.67
CALLER_10,10,358,2777500,15.88
CALLER_25,1,389,2530050,16.28
CALLER_25,2,395,2530050,17.62
CALLER_25,3,388,2489650,15.86
CALLER_25,4,392,2484600,19.51
CALLER_25,5,388,2600750,20.44
CALLER_25,6,390,2550250,18.43
CALLER_25,7,388,2530050,24.17
CALLER_25,8,395,2464400,19.43
CALLER_25,9,394,2575500,15.64
CALLER_25,10,384,2530050,21.04
CALLER_15,1,372,2651250,16.0
CALLER_15,2,373,2691650,14.84
CALLER_15,3,370,2605800,14.99
CALLER_15,4,377,2585600,21.54
CALLER_15,5,372,2646200,19.75
CALLER_15,6,376,2696700,18.27
CALLER_15,7,373,2691650,14.79
CALLER_15,8,366,2681550,16.49
CALLER_15,9,370,2610850,14.86
CALLER_15,10,368,2631050,18.06
CALLER_35,1,408,2373500,29.04
CALLER_35,2,405,2378550,21.18
CALLER_35,3,412,2373500,28.23
CALLER_35,4,404,2464400,23.29
CALLER_35,5,410,2393700,23.63
CALLER_35,6,417,2393700,23.4
CALLER_35,7,415,2434100,21.87
CALLER_35,8,411,2459350,24.55
CALLER_35,9,425,2302800,17.84
CALLER_35,10,412,2444200,23.21
CALLER_20,1,387,2575500,20.55
CALLER_20,2,385,2565400,16.89
CALLER_20,3,384,2626000,14.63
CALLER_20,4,380,2545200,16.33
CALLER_20,5,389,2499750,18.86
CALLER_20,6,376,2656300,16.51
CALLER_20,7,381,2560350,20.12
CALLER_20,8,377,2575500,15.99
CALLER_20,9,379,2600750,15.83
CALLER_20,10,381,2615900,16.85
CALLER_0,1,321,3030000,21.95
CALLER_0,2,331,2878500,28.91
CALLER_0,3,338,2964350,20.25
CALLER_0,4,329,3085550,25.48
CALLER_0,5,332,3014850,26.22
CALLER_0,6,325,2934050,22.78
CALLER_0,7,327,2989600,22.94
CALLER_0,8,329,3075450,28.02
CALLER_0,9,335,2984550,26.02
CALLER_0,10,325,2974450,24.82
CALLER_50,1,441,2368450,28.88
CALLER_50,2,450,2277550,29.83
CALLER_50,3,441,2222000,28.02
CALLER_50,4,436,2171500,34.37
CALLER_50,5,434,2201800,17.83
CALLER_50,6,441,2378550,28.19
CALLER_50,7,427,2267450,20.97
CALLER_50,8,451,2156350,25.11
CALLER_50,9,444,2186650,32.35
CALLER_50,10,425,2343200,21.2
CALLER_30,1,413,2398750,18.35
CALLER_30,2,404,2499750,27.93
CALLER_30,3,399,2388650,16.46
CALLER_30,4,387,2413900,28.56
CALLER_30,5,400,2514900,26.74
CALLER_30,6,394,2424000,21.03
CALLER_30,7,392,2575500,27.98
CALLER_30,8,408,2429050,18.89
CALLER_30,9,402,2509850,27.71
CALLER_30,10,396,2393700,18.96
CALLVALUE_40,1,417,2444200,15.28
CALLVALUE_40,2,414,2398750,17.77
CALLVALUE_40,3,415,2368450,20.18
CALLVALUE_40,4,420,2328050,15.16
CALLVALUE_40,5,427,2368450,18.62
CALLVALUE_40,6,420,2363400,19.02
CALLVALUE_40,7,418,2424000,15.36
CALLVALUE_40,8,418,2378550,18.03
CALLVALUE_40,9,415,2418950,13.81
CALLVALUE_40,10,427,2297750,15.96
CALLVALUE_45,1,433,2312900,14.14
CALLVALUE_45,2,421,2312900,15.58
CALLVALUE_45,3,427,2333100,15.71
CALLVALUE_45,4,428,2368450,15.47
CALLVALUE_45,5,423,2317950,19.97
CALLVALUE_45,6,436,2252300,19.64
CALLVALUE_45,7,421,2358350,19.96
CALLVALUE_45,8,420,2348250,16.43
CALLVALUE_45,9,427,2323000,14.87
CALLVALUE_45,10,430,2338150,19.79
CALLVALUE_5,1,360,2787600,15.23
CALLVALUE_5,2,356,2812850,25.14
CALLVALUE_5,3,370,2787600,11.79
CALLVALUE_5,4,355,2878500,11.75
CALLVALUE_5,5,355,2817900,15.63
CALLVALUE_5,6,358,2752250,12.16
CALLVALUE_5,7,360,2727000,14.4
CALLVALUE_5,8,356,2853250,17.39
CALLVALUE_5,9,356,2797700,15.38
CALLVALUE_5,10,357,2727000,9.52
CALLVALUE_10,1,373,2772450,11.16
CALLVALUE_10,2,363,2792650,13.18
CALLVALUE_10,3,364,2777500,13.61
CALLVALUE_10,4,364,2711850,10.8
CALLVALUE_10,5,369,2711850,14.31
CALLVALUE_10,6,373,2711850,16.19
CALLVALUE_10,7,369,2711850,9.74
CALLVALUE_10,8,370,2716900,13.17
CALLVALUE_10,9,363,2757300,12.19
CALLVALUE_10,10,364,2767400,12.48
CALLVALUE_25,1,389,2590650,6.97
CALLVALUE_25,2,393,2509850,17.02
CALLVALUE_25,3,396,2535100,16.22
CALLVALUE_25,4,395,2484600,8.28
CALLVALUE_25,5,397,2530050,11.64
CALLVALUE_25,6,394,2585600,14.41
CALLVALUE_25,7,391,2555300,10.96
CALLVALUE_25,8,389,2575500,13.85
CALLVALUE_25,9,398,2499750,12.66
CALLVALUE_25,10,396,2555300,13.88
CALLVALUE_15,1,374,2631050,15.47
CALLVALUE_15,2,375,2711850,13.6
CALLVALUE_15,3,374,2615900,15.95
CALLVALUE_15,4,374,2701750,12.98
CALLVALUE_15,5,380,2600750,11.72
CALLVALUE_15,6,371,2620950,12.37
CALLVALUE_15,7,378,2590650,15.84
CALLVALUE_15,8,376,2626000,10.85
CALLVALUE_15,9,380,2585600,10.62
CALLVALUE_15,10,372,2681550,7.29
CALLVALUE_35,1,410,2373500,17.66
CALLVALUE_35,2,414,2363400,17.18
CALLVALUE_35,3,405,2459350,13.7
CALLVALUE_35,4,409,2479550,18.84
CALLVALUE_35,5,412,2363400,17.44
CALLVALUE_35,6,398,2413900,10.83
CALLVALUE_35,7,409,2429050,15.69
CALLVALUE_35,8,404,2418950,19.11
CALLVALUE_35,9,420,2333100,15.83
CALLVALUE_35,10,409,2504800,18.7
CALLVALUE_20,1,390,2620950,15.44
CALLVALUE_20,2,385,2600750,11.1
CALLVALUE_20,3,382,2590650,19.9
CALLVALUE_20,4,389,2535100,7.32
CALLVALUE_20,5,392,2590650,16.77
CALLVALUE_20,6,378,2610850,12.38
CALLVALUE_20,7,390,2550250,13.99
CALLVALUE_20,8,381,2610850,13.79
CALLVALUE_20,9,395,2600750,10.04
CALLVALUE_20,10,393,2600750,17.18
CALLVALUE_0,1,323,3019900,24.83
CALLVALUE_0,2,326,2913850,27.12
CALLVALUE_0,3,328,3019900,24.63
CALLVALUE_0,4,318,2999700,22.0
CALLVALUE_0,5,326,3024950,23.89
CALLVALUE_0,6,325,3075450,27.21
CALLVALUE_0,7,326,2954250,22.28
CALLVALUE_0,8,330,2944150,25.3
CALLVALUE_0,9,321,3004750,25.85
CALLVALUE_0,10,327,2939100,23.47
CALLVALUE_50,1,426,2287650,27.31
CALLVALUE_50,2,424,2176550,22.71
CALLVALUE_50,3,427,2328050,31.38
CALLVALUE_50,4,428,2403800,29.43
CALLVALUE_50,5,429,1883650,35.69
CALLVALUE_50,6,434,2323000,30.18
CALLVALUE_50,7,416,2328050,23.45
CALLVALUE_50,8,424,2277550,30.64
CALLVALUE_50,9,438,2323000,29.98
CALLVALUE_50,10,436,2317950,32.79
CALLVALUE_30,1,395,2514900,21.1
CALLVALUE_30,2,400,2439150,13.93
CALLVALUE_30,3,398,2439150,16.61
CALLVALUE_30,4,396,2434100,20.72
CALLVALUE_30,5,394,2464400,23.36
CALLVALUE_30,6,396,2484600,15.14
CALLVALUE_30,7,398,2474500,23.14
CALLVALUE_30,8,400,2530050,22.58
CALLVALUE_30,9,394,2474500,22.3
CALLVALUE_30,10,395,2499750,22.63
CALLDATALOAD_40,1,8831,116150,44.78
CALLDATALOAD_40,2,8919,111100,48.26
CALLDATALOAD_40,3,8889,116150,54.82
CALLDATALOAD_40,4,8834,116150,86.05
CALLDATALOAD_40,5,8827,116150,82.5
CALLDATALOAD_40,6,8864,116150,96.16
CALLDATALOAD_40,7,8868,111100,46.51
CALLDATALOAD_40,8,8913,111100,40.17
CALLDATALOAD_40,9,8847,116150,48.06
CALLDATALOAD_40,10,8833,116150,34.4
CALLDATALOAD_45,1,8908,116150,39.26
CALLDATALOAD_45,2,8816,116150,39.67
CALLDATALOAD_45,3,8894,116150,60.1
CALLDATALOAD_45,4,8829,116150,67.76
CALLDATALOAD_45,5,8920,116150,88.19
CALLDATALOAD_45,6,8782,116150,155.18
CALLDATALOAD_45,7,8846,111100,13.37
CALLDATALOAD_45,8,8882,116150,66.95
CALLDATALOAD_45,9,8826,116150,46.44
CALLDATALOAD_45,10,8846,116150,14.97
CALLDATALOAD_5,1,8798,116150,103.18
CALLDATALOAD_5,2,8786,116150,62.65
CALLDATALOAD_5,3,8788,116150,47.64
CALLDATALOAD_5,4,8878,116150,55.43
CALLDATALOAD_5,5,8808,116150,59.06
CALLDATALOAD_5,6,8757,116150,43.35
CALLDATALOAD_5,7,8755,116150,51.85
CALLDATALOAD_5,8,8957,116150,64.81
CALLDATALOAD_5,9,8823,116150,62.35
CALLDATALOAD_5,10,8788,116150,41.76
CALLDATALOAD_10,1,8719,116150,8.35
CALLDATALOAD_10,2,8749,116150,60.5
CALLDATALOAD_10,3,8795,116150,53.65
CALLDATALOAD_10,4,8787,116150,43.67
CALLDATALOAD_10,5,8844,116150,53.38
CALLDATALOAD_10,6,8796,116150,75.15
CALLDATALOAD_10,7,8788,116150,105.63
CALLDATALOAD_10,8,8722,116150,124.42
CALLDATALOAD_10,9,8750,116150,38.28
CALLDATALOAD_10,10,8827,116150,51.34
CALLDATALOAD_25,1,8795,116150,43.82
CALLDATALOAD_25,2,8860,116150,36.69
CALLDATALOAD_25,3,8821,116150,53.54
CALLDATALOAD_25,4,8802,116150,65.42
CALLDATALOAD_25,5,8796,116150,72.04
CALLDATALOAD_25,6,8770,116150,49.16
CALLDATALOAD_25,7,8777,116150,60.26
CALLDATALOAD_25,8,8825,116150,67.73
CALLDATALOAD_25,9,8752,116150,80.2
CALLDATALOAD_25,10,9072,111100,34.03
CALLDATALOAD_15,1,8810,116150,47.11
CALLDATALOAD_15,2,8799,116150,50.64
CALLDATALOAD_15,3,8861,116150,41.27
CALLDATALOAD_15,4,8752,116150,46.98
CALLDATALOAD_15,5,8777,116150,51.29
CALLDATALOAD_15,6,8758,116150,53.05
CALLDATALOAD_15,7,8721,116150,55.29
CALLDATALOAD_15,8,8763,116150,62.53
CALLDATALOAD_15,9,8769,116150,121.52
CALLDATALOAD_15,10,8724,116150,11.91
CALLDATALOAD_35,1,8891,111100,49.93
CALLDATALOAD_35,2,8888,116150,45.17
CALLDATALOAD_35,3,8887,116150,46.13
CALLDATALOAD_35,4,8893,116150,50.92
CALLDATALOAD_35,5,8845,116150,52.91
CALLDATALOAD_35,6,8834,116150,53.13
CALLDATALOAD_35,7,8940,116150,79.73
CALLDATALOAD_35,8,8884,116150,65.24
CALLDATALOAD_35,9,8830,116150,93.32
CALLDATALOAD_35,10,8893,116150,55.14
CALLDATALOAD_20,1,8778,116150,45.62
CALLDATALOAD_20,2,8985,111100,10.25
CALLDATALOAD_20,3,8797,116150,69.17
CALLDATALOAD_20,4,8768,116150,42.52
CALLDATALOAD_20,5,8767,116150,50.27
CALLDATALOAD_20,6,8793,116150,52.18
CALLDATALOAD_20,7,8759,116150,54.86
CALLDATALOAD_20,8,8786,116150,43.1
CALLDATALOAD_20,9,8770,116150,77.62
CALLDATALOAD_20,10,8785,116150,89.16
CALLDATALOAD_0,1,8791,116150,54.49
CALLDATALOAD_0,2,8837,116150,67.58
CALLDATALOAD_0,3,8763,116150,8.0
CALLDATALOAD_0,4,8765,116150,119.51
CALLDATALOAD_0,5,8779,116150,58.92
CALLDATALOAD_0,6,8783,116150,14.89
CALLDATALOAD_0,7,8769,116150,60.4
CALLDATALOAD_0,8,8824,116150,66.44
CALLDATALOAD_0,9,8803,116150,73.76
CALLDATALOAD_0,10,8762,116150,79.64
CALLDATALOAD_50,1,8846,116150,101.36
CALLDATALOAD_50,2,8864,111100,6.66
CALLDATALOAD_50,3,8941,111100,46.51
CALLDATALOAD_50,4,8918,116150,46.04
CALLDATALOAD_50,5,8876,116150,48.47
CALLDATALOAD_50,6,8848,116150,43.93
CALLDATALOAD_50,7,8891,116150,61.98
CALLDATALOAD_50,8,8896,116150,52.8
CALLDATALOAD_50,9,8824,116150,54.86
CALLDATALOAD_50,10,8878,116150,60.33
CALLDATALOAD_30,1,8821,116150,105.13
CALLDATALOAD_30,2,8806,116150,47.72
CALLDATALOAD_30,3,8808,116150,48.27
CALLDATALOAD_30,4,8781,116150,43.38
CALLDATALOAD_30,5,8862,116150,63.72
CALLDATALOAD_30,6,8803,116150,49.41
CALLDATALOAD_30,7,8811,116150,51.35
CALLDATALOAD_30,8,8838,116150,113.78
CALLDATALOAD_30,9,8824,116150,56.06
CALLDATALOAD_30,10,8910,116150,65.78
CALLDATASIZE_40,1,407,2418950,17.16
CALLDATASIZE_40,2,416,2514900,19.66
CALLDATASIZE_40,3,411,2312900,19.79
CALLDATASIZE_40,4,415,2398750,20.24
CALLDATASIZE_40,5,414,2449250,22.64
CALLDATASIZE_40,6,420,2363400,19.69
CALLDATASIZE_40,7,429,2312900,15.16
CALLDATASIZE_40,8,414,2358350,25.08
CALLDATASIZE_40,9,410,2363400,24.48
CALLDATASIZE_40,10,410,2328050,26.6
CALLDATASIZE_45,1,409,2368450,23.7
CALLDATASIZE_45,2,413,2323000,24.76
CALLDATASIZE_45,3,416,2333100,23.25
CALLDATASIZE_45,4,423,2312900,20.75
CALLDATASIZE_45,5,418,2312900,26.22
CALLDATASIZE_45,6,419,2403800,23.81
CALLDATASIZE_45,7,424,2383600,27.62
CALLDATASIZE_45,8,420,2292700,21.87
CALLDATASIZE_45,9,427,2343200,22.51
CALLDATASIZE_45,10,410,2418950,26.13
CALLDATASIZE_5,1,352,2838100,16.79
CALLDATASIZE_5,2,353,2812850,14.01
CALLDATASIZE_5,3,351,2807800,13.83
CALLDATASIZE_5,4,352,2817900,18.13
CALLDATASIZE_5,5,351,2883550,18.05
CALLDATASIZE_5,6,352,2828000,18.04
CALLDATASIZE_5,7,351,2782550,20.6
CALLDATASIZE_5,8,350,2863350,17.24
CALLDATASIZE_5,9,353,2802750,9.66
CALLDATASIZE_5,10,362,2721950,13.6
CALLDATASIZE_10,1,372,2757300,12.92
CALLDATASIZE_10,2,362,2752250,12.29
CALLDATASIZE_10,3,362,2757300,15.85
CALLDATASIZE_10,4,368,2747200,13.85
CALLDATASIZE_10,5,364,2752250,15.45
CALLDATASIZE_10,6,367,2696700,24.76
CALLDATASIZE_10,7,361,2732050,18.53
CALLDATASIZE_10,8,360,2782550,15.81
CALLDATASIZE_10,9,369,2661350,17.7
CALLDATASIZE_10,10,368,2706800,12.26
CALLDATASIZE_25,1,396,2560350,17.18
CALLDATASIZE_25,2,395,2504800,22.98
CALLDATASIZE_25,3,391,2550250,14.19
CALLDATASIZE_25,4,383,2555300,15.9
CALLDATASIZE_25,5,389,2514900,14.03
CALLDATASIZE_25,6,386,2580550,16.26
CALLDATASIZE_25,7,392,2580550,24.73
CALLDATASIZE_25,8,384,2560350,15.0
CALLDATASIZE_25,9,393,2514900,11.33
CALLDATASIZE_25,10,404,2514900,16.97
CALLDATASIZE_15,1,371,2626000,16.55
CALLDATASIZE_15,2,366,2727000,19.35
CALLDATASIZE_15,3,375,2721950,11.41
CALLDATASIZE_15,4,378,2656300,16.09
CALLDATASIZE_15,5,375,2747200,14.38
CALLDATASIZE_15,6,377,2676500,13.76
CALLDATASIZE_15,7,381,2610850,19.74
CALLDATASIZE_15,8,369,2605800,14.3
CALLDATASIZE_15,9,368,2701750,13.42
CALLDATASIZE_15,10,380,2676500,17.34
CALLDATASIZE_35,1,406,2504800,20.87
CALLDATASIZE_35,2,399,2545200,22.18
CALLDATASIZE_35,3,407,2429050,22.4
CALLDATASIZE_35,4,406,2434100,22.86
CALLDATASIZE_35,5,416,2363400,24.99
CALLDATASIZE_35,6,400,2408850,16.72
CALLDATASIZE_35,7,408,2403800,15.89
CALLDATASIZE_35,8,408,2474500,28.05
CALLDATASIZE_35,9,407,2429050,17.29
CALLDATASIZE_35,10,404,2418950,25.18
CALLDATASIZE_20,1,389,2590650,10.63
CALLDATASIZE_20,2,378,2636100,15.27
CALLDATASIZE_20,3,379,2575500,14.01
CALLDATASIZE_20,4,390,2646200,15.25
CALLDATASIZE_20,5,380,2595700,21.01
CALLDATASIZE_20,6,379,2641150,26.71
CALLDATASIZE_20,7,382,2615900,19.74
CALLDATASIZE_20,8,377,2711850,12.06
CALLDATASIZE_20,9,394,2575500,16.28
CALLDATASIZE_20,10,380,2590650,17.21
CALLDATASIZE_0,1,326,3019900,24.95
CALLDATASIZE_0,2,326,3004750,23.66
CALLDATASIZE_0,3,329,2918900,26.42
CALLDATASIZE_0,4,338,2848200,22.74
CALLDATASIZE_0,5,338,2833050,27.49
CALLDATASIZE_0,6,342,2944150,24.17
CALLDATASIZE_0,7,329,3019900,20.81
CALLDATASIZE_0,8,324,3120900,25.3
CALLDATASIZE_0,9,326,3004750,25.43
CALLDATASIZE_0,10,327,3045150,22.25
CALLDATASIZE_50,1,607,1590750,24.73
CALLDATASIZE_50,2,622,1605900,21.12
CALLDATASIZE_50,3,605,1636200,23.08
CALLDATASIZE_50,4,631,1636200,27.02
CALLDATASIZE_50,5,626,1605900,30.53
CALLDATASIZE_50,6,625,1671550,28.59
CALLDATASIZE_50,7,621,1636200,26.49
CALLDATASIZE_50,8,631,1585700,23.45
CALLDATASIZE_50,9,615,1651350,22.29
CALLDATASIZE_50,10,613,1590750,28.43
CALLDATASIZE_30,1,407,2464400,22.37
CALLDATASIZE_30,2,394,2535100,22.2
CALLDATASIZE_30,3,396,2550250,19.26
CALLDATASIZE_30,4,401,2469450,17.43
CALLDATASIZE_30,5,398,2631050,18.66
CALLDATASIZE_30,6,396,2484600,18.95
CALLDATASIZE_30,7,401,2555300,22.82
CALLDATASIZE_30,8,397,2555300,14.77
CALLDATASIZE_30,9,398,2489650,21.55
CALLDATASIZE_30,10,403,2514900,22.63
CALLDATACOPY_40,1,8701,116150,81.06
CALLDATACOPY_40,2,8656,116150,81.72
CALLDATACOPY_40,3,8711,116150,60.32
CALLDATACOPY_40,4,8642,116150,26.52
CALLDATACOPY_40,5,8681,116150,15.46
CALLDATACOPY_40,6,8672,116150,102.31
CALLDATACOPY_40,7,8717,116150,120.54
CALLDATACOPY_40,8,8688,116150,110.93
CALLDATACOPY_40,9,8695,116150,71.59
CALLDATACOPY_40,10,8724,116150,47.23
CALLDATACOPY_45,1,8704,116150,46.6
CALLDATACOPY_45,2,8713,116150,100.4
CALLDATACOPY_45,3,8732,116150,123.55
CALLDATACOPY_45,4,8693,116150,54.23
CALLDATACOPY_45,5,8629,116150,20.75
CALLDATACOPY_45,6,8725,116150,44.06
CALLDATACOPY_45,7,8704,116150,62.91
CALLDATACOPY_45,8,8695,116150,67.11
CALLDATACOPY_45,9,8715,116150,51.71
CALLDATACOPY_45,10,8721,116150,87.76
CALLDATACOPY_5,1,8553,116150,69.43
CALLDATACOPY_5,2,8538,121200,128.1
CALLDATACOPY_5,3,8590,116150,119.77
CALLDATACOPY_5,4,8575,116150,114.67
CALLDATACOPY_5,5,8564,116150,97.26
CALLDATACOPY_5,6,8621,116150,37.24
CALLDATACOPY_5,7,8610,116150,121.89
CALLDATACOPY_5,8,8606,116150,50.64
CALLDATACOPY_5,9,8587,116150,51.35
CALLDATACOPY_5,10,8597,116150,47.27
CALLDATACOPY_10,1,8633,116150,62.52
CALLDATACOPY_10,2,8637,116150,48.91
CALLDATACOPY_10,3,8605,116150,55.32
CALLDATACOPY_10,4,8720,116150,25.44
CALLDATACOPY_10,5,8578,116150,97.38
CALLDATACOPY_10,6,8663,116150,74.02
CALLDATACOPY_10,7,8568,116150,111.95
CALLDATACOPY_10,8,8565,116150,141.96
CALLDATACOPY_10,9,8596,116150,109.71
CALLDATACOPY_10,10,8623,116150,119.05
CALLDATACOPY_25,1,8746,116150,50.24
CALLDATACOPY_25,2,8734,116150,117.78
CALLDATACOPY_25,3,8691,116150,78.16
CALLDATACOPY_25,4,8709,116150,47.73
CALLDATACOPY_25,5,8695,116150,23.45
CALLDATACOPY_25,6,8714,116150,49.71
CALLDATACOPY_25,7,8653,116150,52.59
CALLDATACOPY_25,8,8693,116150,54.29
CALLDATACOPY_25,9,8674,116150,84.27
CALLDATACOPY_25,10,8641,116150,49.84
CALLDATACOPY_15,1,8615,116150,8.98
CALLDATACOPY_15,2,8611,116150,68.47
CALLDATACOPY_15,3,8671,116150,46.54
