program_id,sample_id,total_time_ns,iterations_count,std_dev_time_ns
PUSH19_10,10,368,2767400,29.14
PUSH19_25,1,410,2363400,26.48
PUSH19_25,2,417,2252300,29.2
PUSH19_25,3,403,2408850,26.38
PUSH19_25,4,412,2408850,29.1
PUSH19_25,5,404,2317950,29.63
PUSH19_25,6,401,2424000,28.97
PUSH19_25,7,401,2383600,30.87
PUSH19_25,8,420,2328050,23.35
PUSH19_25,9,396,2353300,37.47
PUSH19_25,10,400,2343200,27.68
PUSH19_15,1,378,2429050,34.52
PUSH19_15,2,372,2560350,30.12
PUSH19_15,3,380,2535100,30.95
PUSH19_15,4,382,2600750,28.33
PUSH19_15,5,382,2424000,31.19
PUSH19_15,6,385,2464400,27.3
PUSH19_15,7,376,2590650,31.65
PUSH19_15,8,399,2525000,23.5
PUSH19_15,9,383,2489650,30.83
PUSH19_15,10,372,2519950,31.35
PUSH19_35,1,420,2222000,33.53
PUSH19_35,2,434,2211900,34.29
PUSH19_35,3,422,2216950,31.7
PUSH19_35,4,415,2196750,34.0
PUSH19_35,5,456,2237150,27.12
PUSH19_35,6,428,2196750,32.92
PUSH19_35,7,422,2206850,35.68
PUSH19_35,8,426,2287650,35.86
PUSH19_35,9,440,2348250,27.96
PUSH19_35,10,422,2302800,33.4
PUSH19_20,1,388,2444200,25.97
PUSH19_20,2,400,2444200,23.46
PUSH19_20,3,386,2514900,29.39
PUSH19_20,4,406,2408850,21.18
PUSH19_20,5,397,2373500,30.81
PUSH19_20,6,383,2484600,33.46
PUSH19_20,7,383,2540150,29.39
PUSH19_20,8,401,2454300,27.74
PUSH19_20,9,387,2615900,29.85
PUSH19_20,10,385,2514900,33.84
PUSH19_0,1,344,2959300,17.15
PUSH19_0,2,320,2929000,26.76
PUSH19_0,3,327,3080500,21.24
PUSH19_0,4,333,2903750,27.33
PUSH19_0,5,323,3030000,26.83
PUSH19_0,6,345,2954250,16.43
PUSH19_0,7,327,3004750,27.31
PUSH19_0,8,329,2984550,23.9
PUSH19_0,9,319,3014850,26.13
PUSH19_0,10,324,3055250,26.77
PUSH19_50,1,453,2141200,35.34
PUSH19_50,2,468,2040200,36.25
PUSH19_50,3,452,2070500,39.05
PUSH19_50,4,454,2055350,41.21
PUSH19_50,5,458,2121000,32.88
PUSH19_50,6,450,2110900,33.43
PUSH19_50,7,457,2050300,38.06
PUSH19_50,8,443,2227050,38.02
PUSH19_50,9,471,2090700,37.22
PUSH19_50,10,465,1989700,39.17
PUSH19_30,1,408,2292700,30.72
PUSH19_30,2,415,2247250,31.15
PUSH19_30,3,410,2267450,32.1
PUSH19_30,4,406,2353300,33.58
PUSH19_30,5,403,2363400,28.82
PUSH19_30,6,418,2237150,37.05
PUSH19_30,7,410,2302800,30.7
PUSH19_30,8,403,2262400,29.0
PUSH19_30,9,418,2292700,28.8
PUSH19_30,10,414,2312900,31.29
PUSH20_40,1,430,2211900,32.64
PUSH20_40,2,422,2292700,35.29
PUSH20_40,3,421,2206850,32.16
PUSH20_40,4,431,2287650,32.96
PUSH20_40,5,430,2287650,31.28
PUSH20_40,6,426,2227050,33.83
PUSH20_40,7,426,2176550,37.69
PUSH20_40,8,422,2333100,33.18
PUSH20_40,9,438,2282600,28.33
PUSH20_40,10,426,2267450,32.7
PUSH20_45,1,437,2227050,34.04
PUSH20_45,2,431,2186650,37.5
PUSH20_45,3,436,2186650,36.41
PUSH20_45,4,425,2267450,35.96
PUSH20_45,5,437,2141200,34.52
PUSH20_45,6,453,2131100,33.67
PUSH20_45,7,437,2257350,34.78
PUSH20_45,8,430,2126050,38.46
PUSH20_45,9,423,2277550,37.51
PUSH20_45,10,438,2136150,34.25
PUSH20_5,1,346,2908800,21.27
PUSH20_5,2,341,2838100,21.88
PUSH20_5,3,337,2883550,22.2
PUSH20_5,4,339,2792650,24.92
PUSH20_5,5,341,2802750,20.41
PUSH20_5,6,341,2989600,20.74
PUSH20_5,7,339,2858300,25.95
PUSH20_5,8,332,2888600,23.87
PUSH20_5,9,352,2989600,23.46
PUSH20_5,10,334,2858300,25.72
PUSH20_10,1,361,2747200,22.61
PUSH20_10,2,367,2686600,22.16
PUSH20_10,3,368,2701750,19.96
PUSH20_10,4,368,2747200,23.88
PUSH20_10,5,369,2560350,22.38
PUSH20_10,6,357,2752250,20.22
PUSH20_10,7,363,2585600,28.41
PUSH20_10,8,355,2605800,30.02
PUSH20_10,9,362,2848200,20.82
PUSH20_10,10,366,2711850,27.89
PUSH20_25,1,393,2418950,29.95
PUSH20_25,2,390,2403800,28.78
PUSH20_25,3,390,2408850,34.75
PUSH20_25,4,411,2368450,18.14
PUSH20_25,5,389,2469450,27.17
PUSH20_25,6,398,2368450,30.42
PUSH20_25,7,412,2348250,26.37
PUSH20_25,8,387,2469450,32.42
PUSH20_25,9,387,2454300,31.27
PUSH20_25,10,404,2373500,24.56
PUSH20_15,1,373,2560350,25.22
PUSH20_15,2,373,2525000,32.59
PUSH20_15,3,373,2590650,25.73
PUSH20_15,4,368,2540150,27.68
PUSH20_15,5,375,2555300,24.86
PUSH20_15,6,369,2459350,26.85
PUSH20_15,7,387,2519950,20.03
PUSH20_15,8,371,2661350,29.41
PUSH20_15,9,373,2560350,25.92
PUSH20_15,10,381,2585600,28.07
PUSH20_35,1,414,2328050,30.48
PUSH20_35,2,414,2267450,27.77
PUSH20_35,3,411,2292700,32.23
PUSH20_35,4,407,2353300,34.54
PUSH20_35,5,429,2201800,28.21
PUSH20_35,6,419,2317950,37.3
PUSH20_35,7,413,2393700,36.84
PUSH20_35,8,413,2368450,32.67
PUSH20_35,9,416,2247250,27.41
PUSH20_35,10,408,2328050,32.03
PUSH20_20,1,381,2575500,25.23
PUSH20_20,2,371,2590650,29.34
PUSH20_20,3,386,2434100,28.03
PUSH20_20,4,379,2464400,32.19
PUSH20_20,5,375,2519950,26.08
PUSH20_20,6,381,2484600,30.31
PUSH20_20,7,395,2408850,30.33
PUSH20_20,8,396,2499750,21.3
PUSH20_20,9,397,2363400,29.39
PUSH20_20,10,381,2454300,31.9
PUSH20_0,1,316,3009800,23.29
PUSH20_0,2,331,2898700,20.65
PUSH20_0,3,320,2893650,27.55
PUSH20_0,4,335,2923950,28.83
PUSH20_0,5,338,2939100,23.08
PUSH20_0,6,321,2984550,28.19
PUSH20_0,7,328,3009800,27.38
PUSH20_0,8,327,2994650,21.35
PUSH20_0,9,320,3085550,25.74
PUSH20_0,10,343,2812850,26.9
PUSH20_50,1,432,2262400,39.92
PUSH20_50,2,432,2121000,36.95
PUSH20_50,3,447,2126050,30.49
PUSH20_50,4,434,2161400,35.09
PUSH20_50,5,427,2247250,34.23
PUSH20_50,6,442,2075550,35.53
PUSH20_50,7,447,2100800,38.6
PUSH20_50,8,453,2227050,35.63
PUSH20_50,9,453,2176550,32.88
PUSH20_50,10,444,2075550,39.57
PUSH20_30,1,414,2307850,32.9
PUSH20_30,2,397,2302800,32.75
PUSH20_30,3,398,2413900,31.79
PUSH20_30,4,403,2408850,33.0
PUSH20_30,5,398,2363400,31.83
PUSH20_30,6,411,2333100,32.83
PUSH20_30,7,407,2444200,29.38
PUSH20_30,8,426,2282600,20.63
PUSH20_30,9,400,2323000,33.73
PUSH20_30,10,402,2363400,28.46
PUSH21_40,1,441,2171500,34.55
PUSH21_40,2,442,2252300,33.9
PUSH21_40,3,442,2191700,36.7
PUSH21_40,4,430,2191700,32.42
PUSH21_40,5,433,2252300,35.04
PUSH21_40,6,443,2227050,24.54
PUSH21_40,7,425,2121000,35.11
PUSH21_40,8,431,2201800,34.34
PUSH21_40,9,434,2227050,30.81
PUSH21_40,10,434,2257350,34.65
PUSH21_45,1,434,2191700,36.42
PUSH21_45,2,438,2171500,37.21
PUSH21_45,3,438,2131100,35.55
PUSH21_45,4,436,2216950,35.94
PUSH21_45,5,450,2176550,35.1
PUSH21_45,6,442,2222000,35.77
PUSH21_45,7,439,2257350,36.57
PUSH21_45,8,442,2171500,39.54
PUSH21_45,9,449,2136150,34.14
PUSH21_45,10,456,2191700,35.61
PUSH21_5,1,351,2812850,27.18
PUSH21_5,2,355,2721950,23.51
PUSH21_5,3,337,2949200,24.87
PUSH21_5,4,342,2888600,29.16
PUSH21_5,5,346,2853250,26.33
PUSH21_5,6,356,2762350,27.18
PUSH21_5,7,341,2883550,27.98
PUSH21_5,8,345,2888600,25.21
PUSH21_5,9,346,2913850,30.04
PUSH21_5,10,339,2817900,26.32
PUSH21_10,1,362,2802750,27.0
PUSH21_10,2,361,2600750,25.27
PUSH21_10,3,365,2777500,26.7
PUSH21_10,4,374,2585600,24.13
PUSH21_10,5,379,2499750,19.09
PUSH21_10,6,359,2807800,32.32
PUSH21_10,7,372,2706800,20.72
PUSH21_10,8,362,2706800,26.03
PUSH21_10,9,362,2737100,22.72
PUSH21_10,10,371,2620950,26.56
PUSH21_25,1,395,2484600,33.66
PUSH21_25,2,397,2403800,28.97
PUSH21_25,3,401,2540150,31.07
PUSH21_25,4,397,2454300,30.54
PUSH21_25,5,412,2323000,34.14
PUSH21_25,6,402,2454300,29.6
PUSH21_25,7,399,2413900,26.72
PUSH21_25,8,402,2590650,27.1
PUSH21_25,9,397,2368450,32.71
PUSH21_25,10,398,2333100,29.81
PUSH21_15,1,376,2540150,28.57
PUSH21_15,2,384,2580550,34.43
PUSH21_15,3,368,2661350,27.71
PUSH21_15,4,371,2514900,33.1
PUSH21_15,5,374,2772450,24.26
PUSH21_15,6,374,2565400,27.23
PUSH21_15,7,387,2600750,30.13
PUSH21_15,8,373,2570450,29.74
PUSH21_15,9,373,2767400,27.17
PUSH21_15,10,383,2489650,32.0
PUSH21_35,1,433,2211900,30.88
PUSH21_35,2,430,2282600,27.46
PUSH21_35,3,420,2252300,34.44
PUSH21_35,4,412,2292700,32.29
PUSH21_35,5,424,2171500,34.97
PUSH21_35,6,410,2328050,33.08
PUSH21_35,7,417,2317950,34.65
PUSH21_35,8,439,2206850,37.76
PUSH21_35,9,413,2252300,35.08
PUSH21_35,10,423,2222000,31.81
PUSH21_20,1,386,2424000,33.44
PUSH21_20,2,391,2540150,25.81
PUSH21_20,3,387,2494700,34.1
PUSH21_20,4,393,2494700,31.6
PUSH21_20,5,384,2439150,33.34
PUSH21_20,6,409,2403800,31.93
PUSH21_20,7,391,2464400,29.46
PUSH21_20,8,395,2469450,31.99
PUSH21_20,9,406,2373500,22.47
PUSH21_20,10,385,2484600,31.62
PUSH21_0,1,327,2994650,25.48
PUSH21_0,2,330,3035050,29.9
PUSH21_0,3,325,3009800,21.16
PUSH21_0,4,326,3080500,24.97
PUSH21_0,5,323,3004750,26.47
PUSH21_0,6,326,2959300,27.52
PUSH21_0,7,327,2979500,19.66
PUSH21_0,8,325,2954250,20.22
PUSH21_0,9,333,2883550,16.84
PUSH21_0,10,332,3024950,24.14
PUSH21_50,1,446,2176550,37.64
PUSH21_50,2,439,2206850,34.96
PUSH21_50,3,438,2166450,33.47
PUSH21_50,4,448,2171500,37.66
PUSH21_50,5,444,2161400,38.96
PUSH21_50,6,440,2141200,34.33
PUSH21_50,7,447,2171500,35.86
PUSH21_50,8,450,2100800,36.87
PUSH21_50,9,453,2196750,36.71
PUSH21_50,10,439,2166450,34.45
PUSH21_30,1,413,2418950,29.37
PUSH21_30,2,407,2348250,33.62
PUSH21_30,3,401,2398750,33.76
PUSH21_30,4,411,2343200,33.22
PUSH21_30,5,407,2378550,29.53
PUSH21_30,6,419,2343200,28.91
PUSH21_30,7,414,2333100,31.15
PUSH21_30,8,416,2373500,28.29
PUSH21_30,9,404,2307850,31.03
PUSH21_30,10,402,2358350,35.97
PUSH22_40,1,441,2191700,38.28
PUSH22_40,2,450,2186650,41.86
PUSH22_40,3,436,2216950,35.5
PUSH22_40,4,448,2196750,36.05
PUSH22_40,5,443,2242200,34.93
PUSH22_40,6,463,2146250,33.11
PUSH22_40,7,444,2121000,28.07
PUSH22_40,8,444,2196750,38.1
PUSH22_40,9,455,2176550,36.71
PUSH22_40,10,441,2227050,36.79
PUSH22_45,1,468,2166450,31.45
PUSH22_45,2,477,2085650,36.23
PUSH22_45,3,453,2156350,35.13
PUSH22_45,4,449,2161400,36.77
PUSH22_45,5,459,2196750,32.07
PUSH22_45,6,454,2075550,35.01
PUSH22_45,7,455,2166450,37.76
PUSH22_45,8,450,2075550,36.78
PUSH22_45,9,442,2161400,40.95
PUSH22_45,10,445,2181600,37.73
PUSH22_5,1,360,2732050,28.09
PUSH22_5,2,354,2838100,24.58
PUSH22_5,3,361,2676500,23.68
PUSH22_5,4,351,2732050,27.56
PUSH22_5,5,361,2752250,22.88
PUSH22_5,6,359,2666400,23.72
PUSH22_5,7,376,2737100,19.17
PUSH22_5,8,363,2792650,18.44
PUSH22_5,9,362,2757300,23.14
PUSH22_5,10,359,2782550,22.12
PUSH22_10,1,379,2555300,22.93
PUSH22_10,2,387,2474500,23.31
PUSH22_10,3,381,2605800,22.87
PUSH22_10,4,382,2555300,22.49
PUSH22_10,5,372,2711850,26.41
PUSH22_10,6,380,2560350,18.67
PUSH22_10,7,376,2575500,18.35
PUSH22_10,8,386,2671450,15.76
PUSH22_10,9,382,2615900,26.54
PUSH22_10,10,374,2615900,23.07
PUSH22_25,1,428,2333100,30.98
PUSH22_25,2,418,2267450,24.54
PUSH22_25,3,412,2323000,35.01
PUSH22_25,4,423,2358350,32.07
PUSH22_25,5,431,2262400,30.81
PUSH22_25,6,411,2378550,26.74
PUSH22_25,7,417,2292700,27.68
PUSH22_25,8,435,2323000,22.04
PUSH22_25,9,423,2373500,24.91
PUSH22_25,10,410,2383600,29.3
PUSH22_15,1,392,2459350,17.4
PUSH22_15,2,400,2509850,24.78
PUSH22_15,3,404,2499750,26.74
PUSH22_15,4,391,2429050,21.76
PUSH22_15,5,386,2499750,22.08
PUSH22_15,6,409,2368450,24.07
PUSH22_15,7,394,2555300,24.84
PUSH22_15,8,394,2540150,25.09
PUSH22_15,9,387,2590650,22.67
PUSH22_15,10,395,2555300,25.59
PUSH22_35,1,447,2297750,30.16
PUSH22_35,2,429,2196750,37.11
PUSH22_35,3,430,2237150,29.8
PUSH22_35,4,429,2307850,33.02
PUSH22_35,5,445,2191700,24.88
PUSH22_35,6,432,2090700,37.01
PUSH22_35,7,439,2323000,37.67
PUSH22_35,8,442,2186650,33.53
PUSH22_35,9,438,2277550,28.98
PUSH22_35,10,438,2216950,36.02
PUSH22_20,1,412,2560350,23.2
PUSH22_20,2,401,2403800,32.25
PUSH22_20,3,397,2459350,28.18
PUSH22_20,4,399,2444200,27.98
PUSH22_20,5,406,2393700,22.83
PUSH22_20,6,409,2479550,20.09
PUSH22_20,7,399,2368450,29.98
PUSH22_20,8,409,2434100,17.23
PUSH22_20,9,412,2444200,29.33
PUSH22_20,10,417,2408850,31.76
PUSH22_0,1,332,2868400,11.65
PUSH22_0,2,327,2979500,25.66
PUSH22_0,3,325,3065350,26.39
PUSH22_0,4,329,2969400,27.53
PUSH22_0,5,323,3040100,26.44
PUSH22_0,6,317,3040100,27.21
PUSH22_0,7,326,3019900,23.58
PUSH22_0,8,335,2959300,21.45
PUSH22_0,9,328,3065350,29.54
PUSH22_0,10,320,3024950,26.3
PUSH22_50,1,476,2020000,31.03
PUSH22_50,2,460,2050300,40.25
PUSH22_50,3,470,2161400,38.63
PUSH22_50,4,468,2151300,40.21
PUSH22_50,5,451,2085650,42.05
PUSH22_50,6,459,2115950,39.83
PUSH22_50,7,475,2055350,36.11
PUSH22_50,8,461,2055350,35.59
PUSH22_50,9,457,2146250,38.0
PUSH22_50,10,462,2141200,42.05
PUSH22_30,1,416,2323000,27.63
PUSH22_30,2,415,2272500,31.61
PUSH22_30,3,431,2277550,29.78
PUSH22_30,4,421,2358350,31.56
PUSH22_30,5,425,2277550,27.91
PUSH22_30,6,436,2317950,28.26
PUSH22_30,7,420,2257350,32.18
PUSH22_30,8,442,2302800,29.2
PUSH22_30,9,418,2343200,24.98
PUSH22_30,10,419,2297750,33.24
PUSH23_40,1,423,2277550,30.32
PUSH23_40,2,453,2131100,29.83
PUSH23_40,3,425,2323000,34.38
PUSH23_40,4,427,2252300,32.67
PUSH23_40,5,423,2196750,30.85
PUSH23_40,6,429,2312900,28.78
PUSH23_40,7,421,2297750,29.58
PUSH23_40,8,437,2227050,31.67
PUSH23_40,9,440,2161400,33.16
PUSH23_40,10,431,2277550,28.79
PUSH23_45,1,437,2257350,33.1
PUSH23_45,2,444,2141200,31.63
PUSH23_45,3,432,2196750,35.24
PUSH23_45,4,453,2176550,31.59
PUSH23_45,5,438,2115950,30.66
PUSH23_45,6,439,2227050,34.64
PUSH23_45,7,441,2242200,33.71
PUSH23_45,8,442,2115950,31.77
PUSH23_45,9,427,2252300,30.24
PUSH23_45,10,431,2156350,31.26
PUSH23_5,1,342,2893650,21.25
PUSH23_5,2,350,2812850,19.64
PUSH23_5,3,345,2868400,22.38
PUSH23_5,4,344,2893650,23.16
PUSH23_5,5,354,2737100,23.51
PUSH23_5,6,343,2772450,25.89
PUSH23_5,7,345,2913850,28.41
PUSH23_5,8,343,2787600,24.52
PUSH23_5,9,363,2615900,26.82
PUSH23_5,10,353,2747200,23.34
PUSH23_10,1,368,2676500,25.57
PUSH23_10,2,366,2560350,32.38
PUSH23_10,3,355,2716900,25.18
PUSH23_10,4,356,2727000,27.52
PUSH23_10,5,374,2686600,27.89
PUSH23_10,6,375,2747200,27.84
PUSH23_10,7,367,2706800,26.07
PUSH23_10,8,370,2610850,21.28
PUSH23_10,9,361,2615900,23.37
PUSH23_10,10,362,2727000,27.94
PUSH23_25,1,416,2358350,25.7
PUSH23_25,2,399,2540150,28.56
PUSH23_25,3,390,2434100,29.41
PUSH23_25,4,379,2424000,30.78
PUSH23_25,5,383,2444200,29.39
PUSH23_25,6,392,2484600,34.17
PUSH23_25,7,390,2444200,29.95
PUSH23_25,8,395,2444200,22.82
PUSH23_25,9,408,2302800,30.55
PUSH23_25,10,399,2474500,31.2
PUSH23_15,1,369,2757300,27.63
PUSH23_15,2,367,2509850,25.13
PUSH23_15,3,370,2600750,25.14
PUSH23_15,4,388,2519950,28.44
PUSH23_15,5,372,2595700,29.55
PUSH23_15,6,372,2519950,26.57
PUSH23_15,7,386,2469450,22.32
PUSH23_15,8,382,2580550,24.07
PUSH23_15,9,371,2565400,24.92
PUSH23_15,10,374,2580550,28.72
PUSH23_35,1,425,2328050,31.87
PUSH23_35,2,419,2333100,27.1
PUSH23_35,3,415,2363400,31.95
PUSH23_35,4,413,2277550,31.69
PUSH23_35,5,414,2353300,28.51
PUSH23_35,6,425,2247250,29.73
PUSH23_35,7,406,2323000,30.51
PUSH23_35,8,419,2312900,29.03
PUSH23_35,9,407,2262400,28.73
PUSH23_35,10,427,2247250,32.7
PUSH23_20,1,379,2454300,31.25
PUSH23_20,2,411,2494700,26.23
PUSH23_20,3,385,2504800,29.88
PUSH23_20,4,412,2514900,15.4
PUSH23_20,5,387,2413900,30.27
PUSH23_20,6,374,2550250,28.46
PUSH23_20,7,384,2403800,34.02
PUSH23_20,8,396,2530050,29.07
PUSH23_20,9,381,2631050,30.15
PUSH23_20,10,385,2509850,29.33
PUSH23_0,1,323,3080500,26.58
PUSH23_0,2,325,2994650,28.08
PUSH23_0,3,325,2959300,23.67
PUSH23_0,4,326,2969400,24.13
PUSH23_0,5,352,2833050,20.38
PUSH23_0,6,326,3009800,28.35
PUSH23_0,7,324,2888600,27.21
PUSH23_0,8,326,3110800,24.9
PUSH23_0,9,333,3019900,20.94
PUSH23_0,10,322,3105750,25.14
PUSH23_50,1,450,2191700,31.95
PUSH23_50,2,446,2161400,28.53
PUSH23_50,3,466,2110900,34.25
PUSH23_50,4,441,2176550,35.56
PUSH23_50,5,437,2277550,31.59
PUSH23_50,6,441,2257350,33.48
PUSH23_50,7,457,2080600,35.72
PUSH23_50,8,448,2161400,32.38
PUSH23_50,9,445,2156350,32.53
PUSH23_50,10,442,2166450,31.47
PUSH23_30,1,402,2363400,29.78
PUSH23_30,2,409,2418950,25.69
PUSH23_30,3,395,2408850,29.67
PUSH23_30,4,434,2282600,20.96
PUSH23_30,5,414,2333100,21.38
PUSH23_30,6,419,2353300,40.73
PUSH23_30,7,413,2383600,27.17
PUSH23_30,8,406,2459350,26.25
PUSH23_30,9,406,2398750,30.08
PUSH23_30,10,398,2418950,27.75
PUSH24_40,1,454,2227050,34.84
PUSH24_40,2,429,2252300,42.28
PUSH24_40,3,425,2262400,31.48
PUSH24_40,4,432,2247250,36.33
PUSH24_40,5,442,2237150,33.13
PUSH24_40,6,426,2237150,36.83
PUSH24_40,7,428,2131100,40.45
PUSH24_40,8,423,2216950,37.44
PUSH24_40,9,422,2242200,35.41
PUSH24_40,10,426,2257350,35.25
PUSH24_45,1,432,2287650,31.94
PUSH24_45,2,434,2176550,36.59
PUSH24_45,3,444,2136150,33.85
PUSH24_45,4,433,2176550,32.24
PUSH24_45,5,429,2211900,36.22
PUSH24_45,6,429,2307850,39.46
PUSH24_45,7,451,2186650,26.34
PUSH24_45,8,436,2206850,32.45
PUSH24_45,9,447,2216950,29.33
PUSH24_45,10,427,2312900,38.16
PUSH24_5,1,349,2863350,22.09
PUSH24_5,2,346,2873450,23.92
PUSH24_5,3,342,2934050,30.64
PUSH24_5,4,352,2833050,16.74
PUSH24_5,5,343,2873450,24.39
PUSH24_5,6,351,2767400,26.6
PUSH24_5,7,344,2858300,22.02
PUSH24_5,8,341,2863350,23.65
PUSH24_5,9,341,2939100,25.19
PUSH24_5,10,349,2747200,24.04
PUSH24_10,1,355,2752250,26.81
PUSH24_10,2,365,2696700,25.18
PUSH24_10,3,361,2590650,28.1
PUSH24_10,4,358,2732050,34.13
PUSH24_10,5,359,2812850,29.18
PUSH24_10,6,366,2580550,29.51
PUSH24_10,7,364,2802750,26.83
PUSH24_10,8,357,2711850,26.37
PUSH24_10,9,363,2504800,27.05
PUSH24_10,10,371,2610850,33.3
PUSH24_25,1,392,2429050,34.47
PUSH24_25,2,415,2317950,32.42
PUSH24_25,3,390,2474500,29.85
PUSH24_25,4,399,2499750,35.54
PUSH24_25,5,403,2368450,36.15
PUSH24_25,6,397,2464400,29.47
PUSH24_25,7,393,2439150,33.92
PUSH24_25,8,402,2429050,29.04
PUSH24_25,9,404,2444200,28.47
PUSH24_25,10,396,2545200,28.42
PUSH24_15,1,406,2418950,14.86
PUSH24_15,2,377,2575500,26.07
PUSH24_15,3,380,2560350,30.91
PUSH24_15,4,379,2565400,30.6
PUSH24_15,5,372,2620950,29.18
PUSH24_15,6,380,2585600,28.22
PUSH24_15,7,368,2656300,31.41
PUSH24_15,8,377,2479550,27.26
PUSH24_15,9,376,2550250,28.87
PUSH24_15,10,381,2570450,33.25
PUSH24_35,1,418,2242200,32.39
PUSH24_35,2,446,2216950,24.5
PUSH24_35,3,415,2338150,30.33
PUSH24_35,4,418,2232100,33.31
PUSH24_35,5,420,2262400,31.34
PUSH24_35,6,415,2317950,32.14
PUSH24_35,7,439,2237150,29.62
PUSH24_35,8,428,2282600,24.41
PUSH24_35,9,418,2323000,33.73
PUSH24_35,10,417,2242200,26.85
PUSH24_20,1,378,2525000,30.55
PUSH24_20,2,387,2469450,29.74
PUSH24_20,3,378,2474500,32.66
PUSH24_20,4,383,2403800,28.07
PUSH24_20,5,389,2378550,34.86
PUSH24_20,6,384,2373500,31.28
PUSH24_20,7,381,2434100,33.08
PUSH24_20,8,385,2424000,34.74
PUSH24_20,9,391,2449250,32.69
PUSH24_20,10,399,2474500,22.74
PUSH24_0,1,326,3024950,22.24
PUSH24_0,2,323,3080500,27.71
PUSH24_0,3,324,2974450,24.55
PUSH24_0,4,317,3070400,22.38
PUSH24_0,5,323,3085550,23.57
PUSH24_0,6,334,2959300,18.54
PUSH24_0,7,323,2822950,28.73
PUSH24_0,8,329,3100700,25.15
PUSH24_0,9,326,3050200,25.89
PUSH24_0,10,327,3030000,25.79
PUSH24_50,1,470,1959400,38.2
PUSH24_50,2,433,2232100,39.9
PUSH24_50,3,454,2176550,37.48
PUSH24_50,4,444,2211900,40.48
PUSH24_50,5,452,2156350,40.8
PUSH24_50,6,453,2110900,42.69
PUSH24_50,7,461,2075550,39.54
PUSH24_50,8,437,2176550,38.91
PUSH24_50,9,438,2272500,40.33
PUSH24_50,10,438,2186650,36.89
PUSH24_30,1,427,2272500,30.72
PUSH24_30,2,405,2358350,30.97
PUSH24_30,3,408,2317950,28.37
PUSH24_30,4,424,2247250,23.63
PUSH24_30,5,408,2307850,33.39
PUSH24_30,6,404,2343200,31.59
PUSH24_30,7,409,2373500,31.1
PUSH24_30,8,410,2317950,25.12
PUSH24_30,9,407,2444200,32.87
PUSH24_30,10,425,2216950,30.23
PUSH25_40,1,450,2196750,33.7
PUSH25_40,2,430,2191700,28.35
PUSH25_40,3,422,2211900,34.72
PUSH25_40,4,450,2242200,30.08
PUSH25_40,5,428,2201800,29.85
PUSH25_40,6,436,2227050,31.55
PUSH25_40,7,436,2216950,31.71
PUSH25_40,8,435,2222000,35.86
PUSH25_40,9,429,2282600,30.78
PUSH25_40,10,439,2181600,31.56
PUSH25_45,1,432,2151300,34.31
PUSH25_45,2,469,2040200,31.01
PUSH25_45,3,428,2161400,34.48
PUSH25_45,4,449,2227050,34.22
PUSH25_45,5,436,2201800,34.37
PUSH25_45,6,441,2323000,36.82
PUSH25_45,7,458,2151300,31.77
PUSH25_45,8,436,2136150,31.23
PUSH25_45,9,436,2206850,32.42
PUSH25_45,10,438,2252300,35.93
PUSH25_5,1,355,2772450,14.41
PUSH25_5,2,350,2868400,20.98
PUSH25_5,3,347,2822950,18.31
PUSH25_5,4,343,2888600,18.24
PUSH25_5,5,350,2863350,21.91
PUSH25_5,6,342,2787600,20.09
PUSH25_5,7,350,2853250,17.34
PUSH25_5,8,340,2873450,23.22
PUSH25_5,9,342,2833050,23.42
PUSH25_5,10,349,2802750,20.44
PUSH25_10,1,370,2752250,28.6
PUSH25_10,2,371,2671450,24.31
PUSH25_10,3,371,2666400,17.76
PUSH25_10,4,368,2636100,30.87
PUSH25_10,5,368,2565400,32.7
PUSH25_10,6,361,2711850,17.93
PUSH25_10,7,368,2555300,23.29
PUSH25_10,8,365,2661350,28.02
PUSH25_10,9,372,2610850,24.48
PUSH25_10,10,364,2671450,26.71
PUSH25_25,1,403,2323000,32.78
PUSH25_25,2,391,2540150,27.16
PUSH25_25,3,397,2333100,28.91
PUSH25_25,4,396,2444200,28.22
PUSH25_25,5,416,2368450,24.13
PUSH25_25,6,402,2408850,28.38
PUSH25_25,7,399,2333100,27.19
PUSH25_25,8,397,2363400,27.85
PUSH25_25,9,399,2328050,29.55
PUSH25_25,10,392,2424000,31.39
PUSH25_15,1,367,2509850,28.06
PUSH25_15,2,376,2484600,26.34
PUSH25_15,3,380,2560350,24.99
PUSH25_15,4,373,2525000,28.31
PUSH25_15,5,368,2600750,27.32
PUSH25_15,6,379,2525000,25.68
PUSH25_15,7,372,2565400,24.97
PUSH25_15,8,378,2595700,29.94
PUSH25_15,9,374,2540150,26.36
PUSH25_15,10,371,2666400,26.69
PUSH25_35,1,422,2247250,30.66
PUSH25_35,2,435,2252300,27.95
PUSH25_35,3,445,2211900,29.24
PUSH25_35,4,426,2297750,35.81
PUSH25_35,5,423,2297750,25.06
PUSH25_35,6,428,2333100,28.15
PUSH25_35,7,445,2302800,43.57
PUSH25_35,8,435,2141200,29.54
PUSH25_35,9,443,2191700,30.46
PUSH25_35,10,419,2237150,30.42
PUSH25_20,1,377,2489650,30.27
PUSH25_20,2,385,2444200,30.83
PUSH25_20,3,398,2408850,24.99
PUSH25_20,4,387,2459350,27.0
PUSH25_20,5,383,2464400,29.22
PUSH25_20,6,386,2479550,27.72
PUSH25_20,7,385,2439150,28.15
