program_id,sample_id,total_time_ns,iterations_count,std_dev_time_ns,mem_allocs,mem_alloc_bytes
MUL_25,5,15894.057093425605,289,1339.3240441231994,1,38592
MUL_25,6,15431.911764705883,289,1280.4131562485775,1,38592
MUL_25,7,14963.95340501792,279,1295.8927097129938,1,38592
MUL_25,8,15474.196551724139,290,1561.1428514893294,1,38592
MUL_25,9,15460.183928571429,280,1144.381982148857,1,38592
MUL_25,10,15587.58448275862,290,1357.2172727816746,1,38592
MUL_15,1,14805.049295774648,284,1659.3877721858955,1,38592
MUL_15,2,13495.703971119134,277,1168.062740624363,1,38592
MUL_15,3,13761.302867383512,279,1067.7700661829551,1,38592
MUL_15,4,14977.845070422536,284,1427.441109394126,1,38592
MUL_15,5,14217.325622775801,281,1088.6379283888846,1,38592
MUL_15,6,14628.125,280,1563.073400020948,1,38592
MUL_15,7,13065.773381294965,278,1009.242810896688,1,38592
MUL_15,8,14463.745704467354,291,1432.3449349570099,1,38592
MUL_15,9,15166.003610108302,277,848.5206542633821,1,38592
MUL_15,10,14607.388316151202,291,1445.202597204442,1,38592
MUL_35,1,16304.996466431096,283,1456.4045680870813,1,38592
MUL_35,2,16230.530035335689,283,1512.7093319705698,1,38592
MUL_35,3,16757.79298245614,285,1851.015325480005,1,38592
MUL_35,4,16629.48096885813,289,1453.6691145518073,1,38592
MUL_35,5,16261.763888888889,288,1434.758770585349,1,38592
MUL_35,6,16249.89090909091,275,2145.763953528002,1,38592
MUL_35,7,14932.922261484098,283,1070.5853411375933,1,38592
MUL_35,8,15110.164335664336,286,1329.0249153159655,1,38592
MUL_35,9,16477.805755395682,278,1666.8223583835168,1,38592
MUL_35,10,15382.839160839161,286,1336.4405469168855,1,38592
MUL_20,1,14917.506920415224,289,1100.4928567372529,1,38592
MUL_20,2,15176.238515901061,283,1291.067874223385,1,38592
MUL_20,3,15737.399647887323,284,1472.4976616513793,1,38592
MUL_20,4,14879.453571428572,280,1057.2599804662252,1,38592
MUL_20,5,14279.351254480287,279,1153.0419652634039,1,38592
MUL_20,6,14745.201694915255,295,2154.825278007156,1,38592
MUL_20,7,13988.645161290322,279,988.7990533375219,1,38592
MUL_20,8,15531.361591695502,289,1792.5907432513736,1,38592
MUL_20,9,14887.935540069686,287,1501.0401481721917,1,38592
MUL_20,10,14351.335793357934,271,1125.7791185939805,1,38592
MUL_0,1,12776.543402777777,288,1316.5945264447741,1,38592
MUL_0,2,11725.2,290,1034.4866786166433,1,38592
MUL_0,3,12059.958928571428,280,1043.4990202661136,1,38592
MUL_0,4,12337.637323943662,284,940.9341697576663,1,38592
MUL_0,5,12386.274305555555,288,1588.124139788608,1,38592
MUL_0,6,12729.28125,288,1342.701332522618,1,38592
MUL_0,7,11520.53102189781,274,947.0816017584904,1,38592
MUL_0,8,12792.303508771929,285,1366.5143691576777,1,38592
MUL_0,9,12803.565972222223,288,1572.9871488811948,1,38592
MUL_0,10,12834.06968641115,287,1506.233926712571,1,38592
MUL_50,1,16212.443462897527,283,1064.0029646805308,1,38592
MUL_50,2,18100.880434782608,276,1881.4099940343076,1,38592
MUL_50,3,16903.25631768953,277,1059.0353080520424,1,38592
MUL_50,4,17903.25806451613,279,1820.2026306475843,1,38592
MUL_50,5,18016.924295774646,284,1973.4647301303376,1,38592
MUL_50,6,16949.289568345324,278,1141.48616146767,1,38592
MUL_50,7,18126.03620689655,290,1596.6914016413841,1,38592
MUL_50,8,17951.894265232975,279,1966.6250064356998,1,38592
MUL_50,9,17974.21607142857,280,1229.3436058944978,1,38592
MUL_50,10,16693.364620938628,277,1124.637043178249,1,38592
MUL_30,1,16163.219298245614,285,1641.827747440977,1,38592
MUL_30,2,16299.149819494585,277,1604.3851028006757,1,38592
MUL_30,3,15330.374545454546,275,1252.056190469991,1,38592
MUL_30,4,16336,287,1790.8181520875185,1,38592
MUL_30,5,16277.643617021276,282,1628.1179323202425,1,38592
MUL_30,6,15827.347517730497,282,1010.2162658127601,1,38592
MUL_30,7,14552.626865671642,268,1138.281686283306,1,38592
MUL_30,8,15335.807432432432,296,1230.3012935706117,1,38592
MUL_30,9,15715.893356643357,286,1413.003143112902,1,38592
MUL_30,10,16340.073426573426,286,1812.3940641351778,1,38592
SUB_40,1,13914.68439716312,282,963.5254844139391,1,38592
SUB_40,2,14190.474576271186,295,1014.6601958916815,1,38592
SUB_40,3,15160.579861111111,288,1926.8408946566492,1,38592
SUB_40,4,13688.069597069598,273,982.7481569514035,1,38592
SUB_40,5,15520.480286738351,279,2052.3450674019527,1,38592
SUB_40,6,14098.295138888889,288,1020.1006712518534,1,38592
SUB_40,7,13716.06228956229,297,1027.7217392382279,1,38592
SUB_40,8,15131.866319444445,288,2039.900006604562,1,38592
SUB_40,9,15123.302405498282,291,1751.5113138011707,1,38592
SUB_40,10,15191.32269503546,282,1834.4045230581498,1,38592
SUB_45,1,14294.157039711192,277,1136.308560485766,1,38592
SUB_45,2,16410.79964539007,282,2093.646204676364,1,38592
SUB_45,3,15046.317375886525,282,2002.437548703722,1,38592
SUB_45,4,13686.05308219178,292,1055.21591808053,1,38592
SUB_45,5,13695.02356902357,297,1115.8756981702527,1,38592
SUB_45,6,14095.732517482518,286,934.6083132813945,1,38592
SUB_45,7,15620.121052631579,285,1753.010819018947,1,38592
SUB_45,8,14638.481099656357,291,1119.8514389557217,1,38592
SUB_45,9,14649.943859649124,285,920.2801645934816,1,38592
SUB_45,10,15826.58540925267,281,1887.738327385235,1,38592
SUB_5,1,13724.029209621993,291,1596.0880593217196,1,38592
SUB_5,2,11822.03071672355,293,1074.433316268649,1,38592
SUB_5,3,13098.747368421053,285,1248.4381394627585,1,38592
SUB_5,4,12559.770175438596,285,900.6102150734728,1,38592
SUB_5,5,12251.668439716312,282,906.0658677813722,1,38592
SUB_5,6,13188.186206896551,290,1569.7912854070396,1,38592
SUB_5,7,12844.560070671378,283,1255.2558468533693,1,38592
SUB_5,8,12061.731316725978,281,939.9647675091966,1,38592
SUB_5,9,12031.269642857143,280,1071.2724184794706,1,38592
SUB_5,10,12228.707317073171,287,883.9520808109733,1,38592
SUB_10,1,13653.81724137931,290,1586.410418730514,1,38592
SUB_10,2,13521.170863309353,278,1367.3505114129835,1,38592
SUB_10,3,12272.597122302159,278,1056.015863978207,1,38592
SUB_10,4,12963.566433566433,286,930.1277336120309,1,38592
SUB_10,5,12403.021897810218,274,948.2919605142041,1,38592
SUB_10,6,13411.099656357388,291,1314.4723939730047,1,38592
SUB_10,7,12410.229452054795,292,1038.9642147883126,1,38592
SUB_10,8,12716.689964157706,279,1164.5441777113335,1,38592
SUB_10,9,13507.606643356643,286,1412.1377107158798,1,38592
SUB_10,10,12219.412408759124,274,935.2933026044508,1,38592
SUB_25,1,14231.02846975089,281,1456.5450562795143,1,38592
SUB_25,2,14917.567708333334,288,1777.8254323885935,1,38592
SUB_25,3,13374.363799283154,279,1063.2540249960998,1,38592
SUB_25,4,13816.916666666666,282,1000.7574671994205,1,38592
SUB_25,5,14062.175958188152,287,1951.0868043365815,1,38592
SUB_25,6,13495.640138408304,289,988.160769741208,1,38592
SUB_25,7,13879.818181818182,286,1587.796078808229,1,38592
SUB_25,8,13504.79197080292,274,1043.2289743048113,1,38592
SUB_25,9,14414.101754385965,285,1676.273349869533,1,38592
SUB_25,10,13999.871527777777,288,1541.2832160503444,1,38592
SUB_15,1,12982.24647887324,284,1149.154877275625,1,38592
SUB_15,2,13996.012110726644,289,1475.964850633039,1,38592
SUB_15,3,12304.290909090909,275,1003.6905352799159,1,38592
SUB_15,4,12758.939236111111,288,1300.7045091651219,1,38592
SUB_15,5,12302.841637010677,281,951.0177334287106,1,38592
SUB_15,6,12998.590252707581,277,1002.4029539273753,1,38592
SUB_15,7,12581.77894736842,285,1101.2735722304672,1,38592
SUB_15,8,12541.693140794223,277,1059.9584742292795,1,38592
SUB_15,9,12480.09927797834,277,1192.9296684685648,1,38592
SUB_15,10,12869.631768953068,277,1184.0384681196288,1,38592
SUB_35,1,13372.427046263345,281,1093.248832534165,1,38592
SUB_35,2,13318.93501805054,277,1056.4062890638436,1,38592
SUB_35,3,13870.173611111111,288,991.2774767723979,1,38592
SUB_35,4,13501.249146757678,293,1147.2803439932677,1,38592
SUB_35,5,13176.991467576792,293,1004.3230916186561,1,38592
SUB_35,6,15301.416955017301,289,2042.2858402165516,1,38592
SUB_35,7,13847.339857651246,281,1104.019946432119,1,38592
SUB_35,8,13718.721088435374,294,1303.2997863905439,1,38592
SUB_35,9,14266.656140350877,285,1299.862921133829,1,38592
SUB_35,10,13436.793906810035,279,1048.7674058538646,1,38592
SUB_20,1,13768.985714285714,280,1443.9019341680073,1,38592
SUB_20,2,13056.154255319148,282,1100.0458936396703,1,38592
SUB_20,3,12925.044642857143,280,1046.0449410083638,1,38592
SUB_20,4,14309.70640569395,281,1593.354462994513,1,38592
SUB_20,5,14278.849823321554,283,1392.4300170446595,1,38592
SUB_20,6,12688.644827586208,290,899.3621161560085,1,38592
SUB_20,7,13201.90072202166,277,1004.3538373037279,1,38592
SUB_20,8,14326.724913494809,289,1496.4739446267035,1,38592
SUB_20,9,12721.392335766423,274,1201.513645600313,1,38592
SUB_20,10,13881.098591549297,284,1379.4409456010928,1,38592
SUB_0,1,12974.72695035461,282,1442.175040307782,1,38592
SUB_0,2,12266.398954703833,287,1331.740642957103,1,38592
SUB_0,3,11766.192028985508,276,1222.706128853631,1,38592
SUB_0,4,11377.945035460993,282,934.0304979857115,1,38592
SUB_0,5,11567.112903225807,279,1014.8613599073066,1,38592
SUB_0,6,11199.5125,280,994.265827024859,1,38592
SUB_0,7,12021.651408450703,284,1039.069624090829,1,38592
SUB_0,8,11760.760563380281,284,1207.6858645419854,1,38592
SUB_0,9,11581.175627240144,279,939.2297747428709,1,38592
SUB_0,10,11420.591228070176,285,1150.4734927381878,1,38592
SUB_50,1,14850.546391752578,291,1163.2965407865277,1,38592
SUB_50,2,14225.691756272401,279,1251.1246702927926,1,38592
SUB_50,3,16386.183391003462,289,2095.3102671338474,1,38592
SUB_50,4,13974.6625,280,1135.901717908031,1,38592
SUB_50,5,15454.534482758621,290,2122.173536221288,1,38592
SUB_50,6,14112.183274021352,281,1044.4519629441143,1,38592
SUB_50,7,15742.715034965035,286,1940.4317836776665,1,38592
SUB_50,8,16462.324561403508,285,2146.1614675548417,1,38592
SUB_50,9,15321.308362369338,287,1884.342223958473,1,38592
SUB_50,10,14191.023131672599,281,918.9521723129711,1,38592
SUB_30,1,14836.444244604316,278,1601.8633282310252,1,38592
SUB_30,2,14660.859929078015,282,1616.6530198339012,1,38592
SUB_30,3,14487.657243816255,283,1444.9158737108526,1,38592
SUB_30,4,14146.446996466431,283,1495.917727173337,1,38592
SUB_30,5,14643.936395759718,283,1745.9586962439291,1,38592
SUB_30,6,13248.81046931408,277,1006.7608776932905,1,38592
SUB_30,7,13104.913793103447,290,957.3519532746822,1,38592
SUB_30,8,14367.774021352314,281,1636.937484516607,1,38592
SUB_30,9,14832.090277777777,288,1766.8861339340526,1,38592
SUB_30,10,14870.27397260274,292,1519.278076868383,1,38592
DIV_40,1,15457.31514084507,284,2269.3186836899977,1,38592
DIV_40,2,14991.104895104894,286,1671.9512199645262,1,38592
DIV_40,3,15167.624548736461,277,1734.109971933007,1,38592
DIV_40,4,14027.773550724638,276,1119.8284383161235,1,38592
DIV_40,5,13737.405263157894,285,1149.38553385274,1,38592
DIV_40,6,13819.170033670034,297,1029.134920539241,1,38592
DIV_40,7,13940.196363636363,275,1092.0360335295143,1,38592
DIV_40,8,15501.441489361701,282,1985.3293709047705,1,38592
DIV_40,9,15664.620567375887,282,2218.5507792576827,1,38592
DIV_40,10,13586.121575342466,292,1061.0319993070539,1,38592
DIV_45,1,14190.216117216118,273,1216.3685069360154,1,38592
DIV_45,2,14176.455035971223,278,1051.3935864378793,1,38592
DIV_45,3,14507.739130434782,276,1199.4259327124962,1,38592
DIV_45,4,14039.853260869566,276,1128.5048399736147,1,38592
DIV_45,5,14365.959649122808,285,1184.8984657962703,1,38592
DIV_45,6,15287.465034965035,286,2078.473045839645,1,38592
DIV_45,7,13428.937716262975,289,1197.7497345701322,1,38592
DIV_45,8,13564.213058419244,291,1037.1447323439918,1,38592
DIV_45,9,14021.817375886525,282,1144.3042087765361,1,38592
DIV_45,10,15867.295138888889,288,2174.306707489569,1,38592
DIV_5,1,12173.945652173914,276,1191.053028641283,1,38592
DIV_5,2,13296.752650176679,283,1574.1977092991879,1,38592
DIV_5,3,12425.1148409894,283,974.0444854508032,1,38592
DIV_5,4,12036.621863799282,279,1031.0429549848307,1,38592
DIV_5,5,13536.70979020979,286,1570.0002300956226,1,38592
DIV_5,6,13404.929078014184,282,1260.2517585594446,1,38592
DIV_5,7,12072.178700361012,277,909.8435910422315,1,38592
DIV_5,8,12091.5614334471,293,975.4014257824755,1,38592
DIV_5,9,12581.405017921146,279,848.7174607466073,1,38592
DIV_5,10,12835.5,284,1108.3814816361387,1,38592
DIV_10,1,12071.10583941606,274,1015.9750435533767,1,38592
DIV_10,2,13505.201413427561,283,1263.0262101459828,1,38592
DIV_10,3,13977.054794520547,292,1783.3848397578026,1,38592
DIV_10,4,13916.132302405498,291,1572.2803493941174,1,38592
DIV_10,5,12188.5,283,990.9993192274251,1,38592
DIV_10,6,13676.566202090593,287,1228.494808232297,1,38592
DIV_10,7,13245.038983050847,295,1209.2418877970792,1,38592
DIV_10,8,13911.322916666666,288,1737.3508784364783,1,38592
DIV_10,9,13580.958483754514,277,1292.4356538976356,1,38592
DIV_10,10,12161.369642857142,280,1040.0628952789696,1,38592
DIV_25,1,13133.202508960574,279,1195.218869075318,1,38592
DIV_25,2,12952.774545454546,275,1143.5555905883018,1,38592
DIV_25,3,13312.679211469534,279,1020.5864498319929,1,38592
DIV_25,4,13423.925992779783,277,1147.9062418046612,1,38592
DIV_25,5,13276.358361774744,293,1114.8501087467546,1,38592
DIV_25,6,14441.814878892734,289,1647.8566211627128,1,38592
DIV_25,7,14328.618055555555,288,1691.0248479951358,1,38592
DIV_25,8,12896.805460750853,293,954.5825019980007,1,38592
DIV_25,9,13474.687050359713,278,981.2726895413136,1,38592
DIV_25,10,12885.047445255474,274,1100.9447397962463,1,38592
DIV_15,1,13852.29151943463,283,1615.8946956329282,1,38592
DIV_15,2,14363.648788927336,289,1490.8790915537752,1,38592
DIV_15,3,12560.028571428571,280,1052.504835755292,1,38592
DIV_15,4,12496.472508591065,291,1290.3149692734994,1,38592
DIV_15,5,14062.309027777777,288,1309.4567828645563,1,38592
DIV_15,6,13552.270689655172,290,1324.6397564742076,1,38592
DIV_15,7,13883.123693379792,287,1540.720959382788,1,38592
DIV_15,8,12904.947080291971,274,1176.2246575341994,1,38592
DIV_15,9,13250.494827586206,290,1022.4956717571382,1,38592
DIV_15,10,13511.393728222996,287,1331.4141129792215,1,38592
DIV_35,1,14846.102888086643,277,1223.6413270094886,1,38592
DIV_35,2,14821.768115942028,276,1568.2989449016761,1,38592
DIV_35,3,14541.072916666666,288,1207.8915593110498,1,38592
DIV_35,4,14398.40378006873,291,1476.7445309447796,1,38592
DIV_35,5,15179.454225352112,284,1870.944987514912,1,38592
DIV_35,6,14769.226962457338,293,1250.3509865548774,1,38592
DIV_35,7,13932.509025270758,277,1352.323853657796,1,38592
DIV_35,8,14815.079225352112,284,1662.765809104612,1,38592
DIV_35,9,14242.875850340137,294,1056.2166208850892,1,38592
DIV_35,10,14668,279,1613.5619318494314,1,38592
DIV_20,1,13898.184482758621,290,1167.271208408669,1,38592
DIV_20,2,13767.917857142857,280,990.6990166622074,1,38592
DIV_20,3,12926.845454545455,275,967.9022884979806,1,38592
DIV_20,4,12928.065068493152,292,1041.426882252423,1,38592
DIV_20,5,13107.777777777777,279,1120.4366620871529,1,38592
DIV_20,6,14298.809688581316,289,1646.005050675802,1,38592
DIV_20,7,13275.214028776978,278,1184.8764760906922,1,38592
DIV_20,8,12889.902777777777,288,1245.7659381861708,1,38592
DIV_20,9,14566.271626297577,289,1571.037411508333,1,38592
DIV_20,10,13336.51393728223,287,989.7321279617827,1,38592
DIV_0,1,11815.413494809689,289,960.9136310718869,1,38592
DIV_0,2,11874.749134948097,289,852.799861856772,1,38592
DIV_0,3,11543.782846715329,274,1006.704199618171,1,38592
DIV_0,4,12227.370967741936,279,982.1802633028841,1,38592
DIV_0,5,11417.959649122808,285,1082.5419327759025,1,38592
DIV_0,6,11217.090592334494,287,1008.6263934453348,1,38592
DIV_0,7,11852.007142857143,280,1130.608749793706,1,38592
DIV_0,8,11429.197508896797,281,1065.085155529588,1,38592
DIV_0,9,11882.340501792114,279,1076.2328385856413,1,38592
DIV_0,10,11125.138790035588,281,1065.1191207479173,1,38592
DIV_50,1,14343.96594982079,279,1137.2831051442236,1,38592
DIV_50,2,14105.205776173285,277,1004.6283278247553,1,38592
DIV_50,3,13825.324041811848,287,1130.9691568697174,1,38592
DIV_50,4,15870.56049822064,281,1861.148790754488,1,38592
DIV_50,5,15977.673010380622,289,2204.8368139645786,1,38592
DIV_50,6,13934.838827838828,273,1200.5552849870703,1,38592
DIV_50,7,14232.326164874552,279,999.4975398082382,1,38592
DIV_50,8,15727.49471830986,284,2427.752371397694,1,38592
DIV_50,9,16172.873214285713,280,2264.288382874667,1,38592
DIV_50,10,15489.755244755244,286,1734.3398353396833,1,38592
DIV_30,1,13179.190647482015,278,963.9491302014779,1,38592
DIV_30,2,13176.30204778157,293,1162.4651711070264,1,38592
DIV_30,3,13266.672101449276,276,998.0033659538451,1,38592
DIV_30,4,14691.408602150537,279,1626.9275346330946,1,38592
DIV_30,5,13741.575,280,1245.896548437551,1,38592
DIV_30,6,14775.52846975089,281,1776.191481163562,1,38592
DIV_30,7,13415.463414634147,287,1208.1739368852152,1,38592
