program_id,sample_id,total_time_ns,iterations_count,margin_of_error
TIMESTAMP_10,1,44528.448252622715,2246,±5.44%
TIMESTAMP_10,2,43340.72595659121,2308,±6.05%
TIMESTAMP_10,3,45332.887014906075,2206,±5.60%
TIMESTAMP_10,4,44974.12125841319,2224,±6.42%
TIMESTAMP_10,5,44159.6092240963,2265,±5.65%
TIMESTAMP_10,6,44127.20305413783,2267,±6.62%
TIMESTAMP_10,7,42872.01398644281,2333,±4.94%
TIMESTAMP_10,8,45238.44138792013,2211,±6.49%
TIMESTAMP_10,9,42512.601049109515,2353,±5.04%
TIMESTAMP_10,10,45776.552248328444,2185,±8.24%
TIMESTAMP_25,1,48008.018196974015,2083,±6.73%
TIMESTAMP_25,2,45550.05280263654,2196,±4.92%
TIMESTAMP_25,3,47691.11964380849,2097,±6.50%
TIMESTAMP_25,4,46229.66632878144,2172,±4.35%
TIMESTAMP_25,5,48245.46817645207,2073,±8.26%
TIMESTAMP_25,6,45672.30782008063,2190,±4.73%
TIMESTAMP_25,7,48153.627016364124,2077,±6.66%
TIMESTAMP_25,8,45885.49202735271,2180,±4.31%
TIMESTAMP_25,9,48999.1116558787,2041,±7.37%
TIMESTAMP_25,10,45406.61687586885,2203,±4.54%
TIMESTAMP_15,1,46601.46523055249,2146,±6.72%
TIMESTAMP_15,2,44828.673960755405,2231,±5.60%
TIMESTAMP_15,3,46390.459134981225,2156,±6.38%
TIMESTAMP_15,4,45110.584269315405,2226,±5.71%
TIMESTAMP_15,5,46590.523437727425,2147,±6.42%
TIMESTAMP_15,6,44891.67588403452,2228,±5.61%
TIMESTAMP_15,7,45758.14488589872,2196,±5.73%
TIMESTAMP_15,8,44658.620016915454,2240,±6.29%
TIMESTAMP_15,9,46137.64083693388,2168,±5.68%
TIMESTAMP_15,10,44670.42187805312,2239,±5.79%
TIMESTAMP_35,1,48347.43626973893,2069,±6.32%
TIMESTAMP_35,2,48819.85144477871,2049,±5.37%
TIMESTAMP_35,3,48114.99129126082,2079,±5.95%
TIMESTAMP_35,4,48722.46178777056,2053,±5.50%
TIMESTAMP_35,5,48030.827620302,2082,±6.13%
TIMESTAMP_35,6,49782.78289688589,2009,±5.69%
TIMESTAMP_35,7,48395.280595125914,2081,±5.58%
TIMESTAMP_35,8,48593.111473802695,2058,±5.20%
TIMESTAMP_35,9,48725.05199136934,2053,±6.31%
TIMESTAMP_35,10,50651.02492706685,1975,±7.11%
TIMESTAMP_20,1,47163.449385884465,2121,±6.50%
TIMESTAMP_20,2,45136.02824848051,2216,±5.43%
TIMESTAMP_20,3,46864.03855499869,2134,±6.16%
TIMESTAMP_20,4,45108.37016365901,2217,±5.54%
TIMESTAMP_20,5,46741.517681941805,2140,±6.00%
TIMESTAMP_20,6,46204.55770514578,2165,±5.31%
TIMESTAMP_20,7,48137.30865860352,2078,±6.97%
TIMESTAMP_20,8,45934.77262287551,2177,±5.68%
TIMESTAMP_20,9,46681.34225621938,2143,±6.10%
TIMESTAMP_20,10,44947.20801878511,2225,±5.68%
TIMESTAMP_0,1,41915.260436448945,2386,±6.40%
TIMESTAMP_0,2,42851.58943496613,2334,±5.65%
TIMESTAMP_0,3,42657.929759914594,2360,±6.73%
TIMESTAMP_0,4,42900.79896616761,2331,±5.75%
TIMESTAMP_0,5,42489.57605613118,2354,±6.60%
TIMESTAMP_0,6,42489.183890991735,2354,±5.72%
TIMESTAMP_0,7,43667.14530705575,2296,±6.77%
TIMESTAMP_0,8,41480.83136616679,2411,±5.71%
TIMESTAMP_0,9,43222.00369608227,2314,±6.61%
TIMESTAMP_0,10,41837.49362845044,2391,±5.82%
TIMESTAMP_50,1,51030.691618351826,1966,±4.56%
TIMESTAMP_50,2,52512.34560188033,1905,±6.42%
TIMESTAMP_50,3,50308.89146524656,1988,±4.78%
TIMESTAMP_50,4,50646.75632911393,1975,±5.51%
TIMESTAMP_50,5,52266.05215042736,1914,±5.05%
TIMESTAMP_50,6,51088.919556786255,1958,±5.01%
TIMESTAMP_50,7,51908.85629936024,1927,±5.62%
TIMESTAMP_50,8,50727.52312279135,1972,±5.84%
TIMESTAMP_50,9,51910.02822503811,1927,±6.01%
TIMESTAMP_50,10,50231.73050087699,1991,±5.69%
TIMESTAMP_30,1,47294.88363784537,2115,±5.96%
TIMESTAMP_30,2,49006.11305517171,2041,±5.91%
TIMESTAMP_30,3,47924.36508905319,2100,±6.39%
TIMESTAMP_30,4,49006.48312379425,2041,±6.48%
TIMESTAMP_30,5,47622.513543991816,2100,±5.38%
TIMESTAMP_30,6,48550.9779846784,2060,±5.49%
TIMESTAMP_30,7,47399.70347327643,2110,±6.28%
TIMESTAMP_30,8,48426.8447100106,2065,±6.33%
TIMESTAMP_30,9,47323.660294177345,2117,±6.33%
TIMESTAMP_30,10,48614.116405490764,2058,±5.62%
NUMBER_40,1,48199.172422110314,2075,±5.75%
NUMBER_40,2,49861.31844943685,2006,±6.74%
NUMBER_40,3,48147.951804736396,2077,±5.43%
NUMBER_40,4,49205.51921133332,2033,±5.29%
NUMBER_40,5,48282.93645147286,2083,±5.55%
NUMBER_40,6,49773.01222767996,2010,±6.87%
NUMBER_40,7,48536.59402624257,2061,±5.36%
NUMBER_40,8,50439.31231015389,1983,±6.44%
NUMBER_40,9,47902.037814202435,2088,±5.43%
NUMBER_40,10,50571.57266019571,1980,±6.83%
NUMBER_45,1,49492.95444101582,2021,±5.01%
NUMBER_45,2,50817.98196808109,1968,±5.54%
NUMBER_45,3,49057.89362676826,2039,±5.34%
NUMBER_45,4,51115.85567359359,1957,±6.66%
NUMBER_45,5,48916.431977288354,2045,±5.29%
NUMBER_45,6,50890.82596562897,1965,±7.33%
NUMBER_45,7,49300.696239969664,2029,±4.39%
NUMBER_45,8,51081.728971752964,1959,±6.18%
NUMBER_45,9,48368.71222785639,2068,±4.46%
NUMBER_45,10,49654.87221532017,2017,±6.11%
NUMBER_5,1,43485.18039869226,2300,±5.79%
NUMBER_5,2,44017.768241989776,2272,±6.74%
NUMBER_5,3,42024.650894293256,2380,±4.87%
NUMBER_5,4,43948.06457948601,2276,±6.22%
NUMBER_5,5,42365.95997210531,2361,±5.06%
NUMBER_5,6,43824.9974163032,2282,±5.81%
NUMBER_5,7,42735.58722601997,2340,±5.91%
NUMBER_5,8,44229.61795609486,2261,±5.89%
NUMBER_5,9,42506.43073980524,2353,±6.12%
NUMBER_5,10,43068.99669558503,2322,±5.12%
NUMBER_10,1,44585.08785703263,2253,±5.87%
NUMBER_10,2,43688.96351168636,2291,±6.41%
NUMBER_10,3,44890.7718624204,2228,±5.73%
NUMBER_10,4,44394.289167348325,2254,±6.39%
NUMBER_10,5,43271.058158478525,2312,±4.92%
NUMBER_10,6,44833.93006985202,2231,±6.72%
NUMBER_10,7,43402.87711885241,2304,±4.88%
NUMBER_10,8,44474.586904075426,2249,±6.02%
NUMBER_10,9,43321.8564859145,2309,±5.90%
NUMBER_10,10,44614.191250966986,2242,±6.21%
NUMBER_25,1,47592.22115934973,2102,±6.52%
NUMBER_25,2,45783.62995208811,2185,±5.05%
NUMBER_25,3,47764.71710933769,2094,±6.47%
NUMBER_25,4,45689.52313837476,2189,±5.58%
NUMBER_25,5,47993.37258952136,2084,±6.84%
NUMBER_25,6,45561.06185044134,2195,±5.02%
NUMBER_25,7,48210.379359233804,2075,±6.59%
NUMBER_25,8,45601.31554836233,2193,±4.99%
NUMBER_25,9,48325.85284099487,2070,±7.71%
NUMBER_25,10,45739.85284248007,2187,±5.28%
NUMBER_15,1,45779.22690105656,2185,±5.94%
NUMBER_15,2,44206.32679695267,2263,±5.93%
NUMBER_15,3,45686.442103762776,2189,±5.68%
NUMBER_15,4,44667.43349975749,2239,±6.26%
NUMBER_15,5,45632.13264855155,2192,±5.54%
NUMBER_15,6,44398.69426485173,2253,±6.09%
NUMBER_15,7,45424.52113180134,2202,±5.73%
NUMBER_15,8,44903.80591988084,2237,±6.30%
NUMBER_15,9,45008.761511527126,2222,±5.65%
NUMBER_15,10,44714.82748851,2237,±6.38%
NUMBER_35,1,47586.508187421954,2102,±6.06%
NUMBER_35,2,49144.521802297684,2035,±5.52%
NUMBER_35,3,48309.28931489659,2070,±5.10%
NUMBER_35,4,48724.866180494246,2053,±6.17%
NUMBER_35,5,47487.271590563425,2106,±5.62%
NUMBER_35,6,49054.398847713725,2039,±6.45%
NUMBER_35,7,47494.48075253739,2106,±5.90%
NUMBER_35,8,48216.58525310578,2074,±5.74%
NUMBER_35,9,47855.689159595815,2091,±6.32%
NUMBER_35,10,48276.52566681497,2072,±5.40%
NUMBER_20,1,48270.56059966216,2072,±6.86%
NUMBER_20,2,45182.728616633496,2214,±5.52%
NUMBER_20,3,47326.95406666876,2113,±6.31%
NUMBER_20,4,45049.26526868666,2220,±5.24%
NUMBER_20,5,46966.29483934859,2130,±5.84%
NUMBER_20,6,45794.74899795029,2184,±5.40%
NUMBER_20,7,47230.70340971546,2118,±6.26%
NUMBER_20,8,44987.58457611125,2223,±5.77%
NUMBER_20,9,48171.54590900128,2080,±8.28%
NUMBER_20,10,45230.673967255345,2211,±5.31%
NUMBER_0,1,41884.535720799635,2388,±6.04%
NUMBER_0,2,43021.92605951781,2325,±6.61%
NUMBER_0,3,41693.03925700207,2410,±6.28%
NUMBER_0,4,42895.89969778223,2344,±6.01%
NUMBER_0,5,42021.769034762336,2380,±6.39%
NUMBER_0,6,43408.62896707324,2304,±5.90%
NUMBER_0,7,41802.28794861477,2393,±6.53%
NUMBER_0,8,42689.21393387551,2343,±5.52%
NUMBER_0,9,43228.85498468899,2314,±6.69%
NUMBER_0,10,42163.64624126363,2372,±5.55%
NUMBER_50,1,51006.980479705824,1961,±4.83%
NUMBER_50,2,52154.86719411903,1918,±6.09%
NUMBER_50,3,50672.30502885164,1974,±4.77%
NUMBER_50,4,50774.766951042984,1970,±5.23%
NUMBER_50,5,52211.95260766653,1916,±6.86%
NUMBER_50,6,50312.721513406614,1988,±5.55%
NUMBER_50,7,52012.17722781177,1923,±5.52%
NUMBER_50,8,50269.470981617065,1990,±5.20%
NUMBER_50,9,51959.553508015415,1925,±5.89%
NUMBER_50,10,50291.19661311038,1989,±5.29%
NUMBER_30,1,47403.232520225494,2110,±6.32%
NUMBER_30,2,48271.0024564883,2072,±5.37%
NUMBER_30,3,47052.91992072664,2126,±6.14%
NUMBER_30,4,48297.393960920526,2071,±5.59%
NUMBER_30,5,47186.689556769605,2120,±5.98%
NUMBER_30,6,48057.91910768185,2081,±5.81%
NUMBER_30,7,47248.34660172856,2117,±6.10%
NUMBER_30,8,47895.764025691824,2088,±5.10%
NUMBER_30,9,47648.582076844636,2099,±6.27%
NUMBER_30,10,48086.71657855694,2080,±5.35%
DIFFICULTY_40,1,64787.93880482411,1544,±4.52%
DIFFICULTY_40,2,65806.0073852539,1520,±5.69%
DIFFICULTY_40,3,68464.54158211146,1461,±6.37%
DIFFICULTY_40,4,64370.93963033905,1554,±4.49%
DIFFICULTY_40,5,65795.31619423314,1520,±5.71%
DIFFICULTY_40,6,66658.15217426665,1501,±4.96%
DIFFICULTY_40,7,65139.79037602742,1536,±5.23%
DIFFICULTY_40,8,65486.40865305955,1528,±5.42%
DIFFICULTY_40,9,67327.59950619847,1486,±5.60%
DIFFICULTY_40,10,65024.57557946096,1538,±5.40%
DIFFICULTY_45,1,69376.46006082861,1442,±5.15%
DIFFICULTY_45,2,69001.23333108836,1450,±5.54%
DIFFICULTY_45,3,69582.74682141808,1438,±5.49%
DIFFICULTY_45,4,69656.74642208286,1447,±5.11%
DIFFICULTY_45,5,68134.63008371295,1468,±5.12%
DIFFICULTY_45,6,71088.77883021127,1423,±6.42%
DIFFICULTY_45,7,69405.11032411574,1441,±7.94%
DIFFICULTY_45,8,70278.70119246311,1423,±5.91%
DIFFICULTY_45,9,74417.79545375278,1344,±7.79%
DIFFICULTY_45,10,66770.44918126512,1498,±3.94%
DIFFICULTY_5,1,46908.12151587407,2133,±6.49%
DIFFICULTY_5,2,44883.77939220819,2228,±5.70%
DIFFICULTY_5,3,47991.476223702164,2084,±7.03%
DIFFICULTY_5,4,45040.72660800844,2221,±5.09%
DIFFICULTY_5,5,47031.074384035615,2127,±6.64%
DIFFICULTY_5,6,44833.776182467926,2231,±5.36%
DIFFICULTY_5,7,47071.536793428306,2125,±6.66%
DIFFICULTY_5,8,45080.06717772997,2219,±5.31%
DIFFICULTY_5,9,46917.244372627305,2132,±6.40%
DIFFICULTY_5,10,45050.17254803632,2220,±5.91%
DIFFICULTY_10,1,47990.16926888083,2084,±6.16%
DIFFICULTY_10,2,49416.28196022727,2024,±5.56%
DIFFICULTY_10,3,47875.360075282726,2089,±5.49%
DIFFICULTY_10,4,49125.356617985635,2036,±5.53%
DIFFICULTY_10,5,47966.91821347609,2085,±5.73%
DIFFICULTY_10,6,49140.06413640203,2035,±5.82%
DIFFICULTY_10,7,47384.1961273815,2111,±5.59%
DIFFICULTY_10,8,49194.47854300526,2033,±5.85%
DIFFICULTY_10,9,47688.74023321077,2097,±5.71%
DIFFICULTY_10,10,50495.27672310781,1981,±6.92%
DIFFICULTY_25,1,59072.017951329915,1693,±6.43%
DIFFICULTY_25,2,56394.57917670386,1774,±4.52%
DIFFICULTY_25,3,57907.97478212534,1727,±5.57%
DIFFICULTY_25,4,59246.03159393745,1688,±6.34%
DIFFICULTY_25,5,56360.90775610696,1775,±5.70%
DIFFICULTY_25,6,59075.14091081614,1693,±5.69%
DIFFICULTY_25,7,56067.719053259876,1784,±5.35%
DIFFICULTY_25,8,57942.43132943765,1726,±6.02%
DIFFICULTY_25,9,58132.52849678602,1721,±5.27%
DIFFICULTY_25,10,56354.03485365317,1775,±5.63%
DIFFICULTY_15,1,50515.95899793837,1980,±4.95%
DIFFICULTY_15,2,52334.84784200639,1911,±6.59%
DIFFICULTY_15,3,52842.40367988147,1893,±5.12%
DIFFICULTY_15,4,51109.36854405858,1957,±6.05%
DIFFICULTY_15,5,52361.15780176293,1910,±5.19%
DIFFICULTY_15,6,51141.50876160292,1956,±5.35%
DIFFICULTY_15,7,52711.390343556544,1898,±5.95%
DIFFICULTY_15,8,51482.89906751601,1943,±5.85%
DIFFICULTY_15,9,53349.088541666664,1875,±6.21%
DIFFICULTY_15,10,50942.89658944818,1975,±5.45%
DIFFICULTY_35,1,62473.41863666751,1601,±5.54%
DIFFICULTY_35,2,66156.25108991351,1512,±6.48%
DIFFICULTY_35,3,61899.01994006468,1616,±4.10%
DIFFICULTY_35,4,62674.070659436686,1596,±5.58%
DIFFICULTY_35,5,64685.86101260563,1546,±5.40%
DIFFICULTY_35,6,62338.54680046486,1605,±5.00%
DIFFICULTY_35,7,63908.512980793224,1565,±5.91%
DIFFICULTY_35,8,65341.877205398334,1531,±5.46%
DIFFICULTY_35,9,62829.14703215786,1592,±5.71%
DIFFICULTY_35,10,63494.160970052086,1575,±5.67%
DIFFICULTY_20,1,54928.78745768766,1821,±5.19%
DIFFICULTY_20,2,53981.4248576527,1853,±6.10%
DIFFICULTY_20,3,54947.318611564224,1820,±5.44%
DIFFICULTY_20,4,54086.296283728116,1849,±5.93%
DIFFICULTY_20,5,56377.191554330784,1774,±6.46%
DIFFICULTY_20,6,53100.913952869974,1884,±5.40%
DIFFICULTY_20,7,53270.11855900351,1878,±5.94%
DIFFICULTY_20,8,54773.625251627964,1826,±6.06%
DIFFICULTY_20,9,53711.228416762475,1862,±6.07%
DIFFICULTY_20,10,54483.86663964631,1836,±5.21%
DIFFICULTY_0,1,42024.1155544249,2380,±6.16%
DIFFICULTY_0,2,42994.003099095484,2326,±5.80%
DIFFICULTY_0,3,42307.129164435944,2364,±6.79%
DIFFICULTY_0,4,42964.60102513893,2328,±5.94%
DIFFICULTY_0,5,42270.731341506296,2366,±6.66%
DIFFICULTY_0,6,42705.77695408405,2342,±5.71%
DIFFICULTY_0,7,43336.76323422877,2324,±6.87%
DIFFICULTY_0,8,41555.66061389956,2407,±5.57%
DIFFICULTY_0,9,43131.138652293215,2319,±6.49%
DIFFICULTY_0,10,42492.70493817177,2355,±5.36%
DIFFICULTY_50,1,71924.77590312726,1391,±4.85%
DIFFICULTY_50,2,70356.93722171383,1430,±5.19%
DIFFICULTY_50,3,70337.6093997231,1422,±5.16%
DIFFICULTY_50,4,72339.82817125079,1383,±4.98%
DIFFICULTY_50,5,70830.3640651973,1412,±5.07%
DIFFICULTY_50,6,70552.31479058313,1418,±5.22%
DIFFICULTY_50,7,71699.87394818268,1395,±4.12%
DIFFICULTY_50,8,69630.57441684879,1437,±4.96%
DIFFICULTY_50,9,70531.95539079029,1418,±5.14%
DIFFICULTY_50,10,71291.48781002205,1403,±4.43%
DIFFICULTY_30,1,58973.9331659281,1696,±5.67%
DIFFICULTY_30,2,60330.42659230341,1658,±4.79%
DIFFICULTY_30,3,58966.72212852621,1696,±5.67%
DIFFICULTY_30,4,61405.0952403219,1629,±5.91%
DIFFICULTY_30,5,58139.68126163927,1720,±4.42%
DIFFICULTY_30,6,58824.07693301931,1700,±5.54%
DIFFICULTY_30,7,60322.8248071613,1658,±4.73%
DIFFICULTY_30,8,58908.92756701358,1698,±5.53%
DIFFICULTY_30,9,61039.38290664086,1639,±5.68%
DIFFICULTY_30,10,58218.07631606924,1727,±4.66%
GASLIMIT_40,1,48344.15441322235,2069,±5.63%
GASLIMIT_40,2,50106.2435234238,1996,±5.73%
GASLIMIT_40,3,48082.47272784894,2080,±5.64%
GASLIMIT_40,4,50463.99883497375,1982,±5.77%
GASLIMIT_40,5,48605.64547910402,2058,±5.41%
GASLIMIT_40,6,50104.31324073929,1996,±6.21%
GASLIMIT_40,7,47995.78148664303,2084,±5.55%
GASLIMIT_40,8,50826.42935155853,1968,±7.15%
GASLIMIT_40,9,47740.384559358215,2095,±5.20%
GASLIMIT_40,10,49632.115517893144,2015,±6.11%
GASLIMIT_45,1,49995.03727140336,2001,±5.09%
GASLIMIT_45,2,51687.51167080507,1935,±5.60%
GASLIMIT_45,3,49591.33301386457,2017,±4.89%
GASLIMIT_45,4,51703.483510827675,1942,±6.25%
GASLIMIT_45,5,49526.18438418549,2020,±4.75%
GASLIMIT_45,6,51359.153232691475,1956,±5.97%
GASLIMIT_45,7,49202.802201180515,2033,±4.32%
GASLIMIT_45,8,49686.494420786374,2013,±5.62%
GASLIMIT_45,9,51846.8904101159,1936,±5.19%
GASLIMIT_45,10,50052.864296180946,1998,±5.16%
GASLIMIT_5,1,43372.71419899007,2306,±5.81%
GASLIMIT_5,2,43984.60589309988,2276,±6.70%
GASLIMIT_5,3,42019.079512908684,2380,±5.04%
GASLIMIT_5,4,43595.14524132247,2294,±6.27%
GASLIMIT_5,5,41940.64990029645,2385,±5.84%
GASLIMIT_5,6,43749.31448922279,2286,±5.94%
GASLIMIT_5,7,42417.3402017815,2358,±6.02%
GASLIMIT_5,8,43600.706545096335,2295,±5.62%
GASLIMIT_5,9,42244.991740664926,2368,±6.34%
GASLIMIT_5,10,42819.99313668029,2336,±5.33%
GASLIMIT_10,1,44309.170730989696,2257,±5.91%
GASLIMIT_10,2,43625.58663489254,2293,±6.76%
GASLIMIT_10,3,44390.5061263801,2253,±5.48%
GASLIMIT_10,4,44230.23883561443,2261,±6.33%
GASLIMIT_10,5,43596.14298254277,2294,±6.61%
GASLIMIT_10,6,45648.286681042475,2191,±7.10%
GASLIMIT_10,7,42440.6709537498,2357,±5.39%
GASLIMIT_10,8,44417.40033470997,2253,±6.00%
GASLIMIT_10,9,42712.227082680074,2342,±5.66%
GASLIMIT_10,10,44514.74307322958,2247,±6.17%
GASLIMIT_25,1,47820.06754246086,2092,±6.52%
GASLIMIT_25,2,45663.57407940033,2190,±4.88%
GASLIMIT_25,3,48324.430161628174,2070,±6.72%
GASLIMIT_25,4,44912.83072448923,2227,±5.08%
GASLIMIT_25,5,48207.93059935053,2075,±6.81%
GASLIMIT_25,6,45600.7390782453,2208,±4.75%
GASLIMIT_25,7,47620.42454310827,2100,±6.45%
GASLIMIT_25,8,45482.20007784966,2199,±5.01%
GASLIMIT_25,9,48499.00283591477,2062,±6.84%
GASLIMIT_25,10,44978.124632252206,2224,±4.65%
GASLIMIT_15,1,46316.093868679476,2160,±6.20%
GASLIMIT_15,2,44372.910615502995,2254,±6.02%
GASLIMIT_15,3,45945.89955334714,2177,±5.93%
GASLIMIT_15,4,44678.94063032116,2239,±6.04%
GASLIMIT_15,5,45304.57137287527,2208,±5.55%
GASLIMIT_15,6,44322.50611487352,2257,±6.10%
GASLIMIT_15,7,45828.49037674401,2195,±5.63%
GASLIMIT_15,8,44563.806843205144,2244,±6.15%
GASLIMIT_15,9,45561.37467299615,2195,±5.57%
GASLIMIT_15,10,44854.14119458899,2246,±6.38%
GASLIMIT_35,1,47689.518817106655,2097,±6.07%
GASLIMIT_35,2,48733.99938988639,2052,±5.45%
GASLIMIT_35,3,47761.856997252195,2094,±6.15%
GASLIMIT_35,4,48722.814828433235,2053,±5.55%
GASLIMIT_35,5,47920.68401020454,2087,±6.25%
GASLIMIT_35,6,48768.875367579836,2051,±6.69%
GASLIMIT_35,7,47858.8816081508,2090,±6.21%
GASLIMIT_35,8,48777.30824783451,2051,±5.57%
GASLIMIT_35,9,47944.34907904082,2090,±6.32%
GASLIMIT_35,10,49237.09961418329,2031,±6.22%
GASLIMIT_20,1,47490.47042977097,2106,±7.41%
GASLIMIT_20,2,44937.7883215692,2238,±5.43%
GASLIMIT_20,3,46678.69706716818,2143,±6.21%
GASLIMIT_20,4,45072.664705253286,2219,±5.76%
GASLIMIT_20,5,46518.23886605196,2150,±6.17%
GASLIMIT_20,6,45100.45718028805,2218,±5.47%
GASLIMIT_20,7,46496.491939840846,2151,±5.92%
GASLIMIT_20,8,44964.91041114862,2224,±5.74%
GASLIMIT_20,9,46692.92389400422,2142,±5.95%
GASLIMIT_20,10,45100.869951858724,2218,±6.09%
GASLIMIT_0,1,42191.44952292183,2371,±5.27%
GASLIMIT_0,2,43538.676068011606,2297,±6.60%
GASLIMIT_0,3,41900.823343034855,2387,±6.43%
GASLIMIT_0,4,42638.53315400548,2346,±5.39%
GASLIMIT_0,5,42255.00354194722,2367,±5.94%
GASLIMIT_0,6,42974.37286704817,2327,±5.25%
GASLIMIT_0,7,42078.48599842731,2377,±6.18%
GASLIMIT_0,8,43442.047543364126,2302,±6.20%
GASLIMIT_0,9,44111.5000303695,2267,±7.71%
GASLIMIT_0,10,41403.12940079645,2416,±4.82%
GASLIMIT_50,1,50618.6427375083,1976,±4.99%
GASLIMIT_50,2,52558.8107246884,1903,±6.46%
GASLIMIT_50,3,49891.940376110506,2005,±4.94%
GASLIMIT_50,4,52370.32505854263,1910,±6.64%
GASLIMIT_50,5,49434.06410990407,2023,±4.47%
GASLIMIT_50,6,51025.07532859335,1960,±6.05%
GASLIMIT_50,7,51891.0720643449,1931,±6.08%
GASLIMIT_50,8,49969.03578599135,2002,±5.58%
GASLIMIT_50,9,51501.99206555541,1942,±5.87%
GASLIMIT_50,10,50256.80005250863,1990,±5.66%
GASLIMIT_30,1,47275.64407363041,2118,±6.51%
GASLIMIT_30,2,46915.14020565526,2132,±5.19%
GASLIMIT_30,3,47979.300885463505,2085,±6.18%
GASLIMIT_30,4,46493.98155000867,2164,±4.79%
GASLIMIT_30,5,46759.300000091316,2139,±5.93%
GASLIMIT_30,6,48819.527087972325,2056,±6.95%
GASLIMIT_30,7,46700.53547949127,2142,±5.61%
GASLIMIT_30,8,47649.628892292465,2099,±5.65%
GASLIMIT_30,9,47120.31576019158,2123,±6.38%
GASLIMIT_30,10,47887.014167168425,2089,±5.89%
CHAINID_40,1,48523.73399877941,2061,±5.98%
CHAINID_40,2,50582.773998530225,1980,±5.64%
CHAINID_40,3,48558.062951541644,2060,±5.47%
CHAINID_40,4,49984.38433371205,2001,±5.50%
CHAINID_40,5,48444.80426779093,2065,±5.98%
CHAINID_40,6,50205.039212023876,1992,±5.78%
CHAINID_40,7,48368.269516374894,2068,±5.79%
CHAINID_40,8,50387.25807324465,1985,±6.17%
CHAINID_40,9,48622.89539980668,2057,±5.65%
CHAINID_40,10,50677.42221140451,1974,±6.50%
CHAINID_45,1,49183.92335184673,2034,±5.54%
CHAINID_45,2,50873.314982634474,1966,±5.41%
CHAINID_45,3,48893.92946006499,2046,±5.78%
CHAINID_45,4,50467.921313796825,1982,±5.69%
CHAINID_45,5,48794.02346727325,2050,±5.64%
CHAINID_45,6,50988.079697106354,1962,±6.21%
CHAINID_45,7,48837.61703968048,2048,±5.54%
CHAINID_45,8,50884.848329809894,1966,±6.18%
CHAINID_45,9,48393.382389417406,2067,±5.38%
CHAINID_45,10,50781.56369591728,1970,±6.53%
CHAINID_5,1,45005.55798988102,2222,±6.75%
CHAINID_5,2,44019.84684903857,2272,±6.67%
CHAINID_5,3,44271.97824911292,2259,±5.70%
CHAINID_5,4,43430.33002554412,2303,±6.65%
CHAINID_5,5,44764.98063376896,2234,±5.78%
CHAINID_5,6,44401.10194328569,2253,±6.68%
CHAINID_5,7,42403.96781814659,2359,±5.09%
CHAINID_5,8,45159.38855724464,2215,±6.97%
CHAINID_5,9,42455.63759666144,2356,±5.70%
CHAINID_5,10,44586.03537938343,2243,±6.57%
CHAINID_10,1,44725.52386507366,2236,±5.57%
CHAINID_10,2,43355.08772341989,2307,±6.36%
CHAINID_10,3,44431.116145645334,2251,±5.57%
CHAINID_10,4,44147.95904142726,2268,±6.84%
CHAINID_10,5,43747.825989677316,2286,±6.46%
CHAINID_10,6,44733.74354817999,2236,±6.31%
CHAINID_10,7,43645.40606060993,2292,±4.79%
CHAINID_10,8,44585.307474599795,2243,±5.99%
CHAINID_10,9,42835.50188934522,2335,±6.07%
CHAINID_10,10,43803.48195540921,2283,±5.82%
CHAINID_25,1,47828.57945066841,2091,±6.37%
CHAINID_25,2,46028.29520185588,2173,±6.12%
CHAINID_25,3,47068.68968290441,2125,±5.90%
CHAINID_25,4,45375.751280741344,2204,±5.83%
CHAINID_25,5,47247.70871659299,2117,±6.18%
CHAINID_25,6,45589.94776570156,2194,±6.04%
CHAINID_25,7,46942.98789401616,2131,±5.96%
CHAINID_25,8,45587.08935079514,2194,±5.86%
CHAINID_25,9,46812.1369307879,2137,±5.76%
CHAINID_25,10,45005.479017750404,2222,±5.80%
CHAINID_15,1,45694.42003162118,2189,±5.53%
CHAINID_15,2,44684.51492268663,2238,±5.98%
CHAINID_15,3,45884.64804995747,2186,±5.93%
CHAINID_15,4,45094.41695630389,2218,±6.61%
CHAINID_15,5,45009.619904251165,2222,±6.53%
CHAINID_15,6,44971.51409121726,2224,±6.52%
CHAINID_15,7,44997.087857018596,2223,±5.83%
CHAINID_15,8,45952.4250161938,2177,±6.71%
CHAINID_15,9,43775.80304636214,2285,±4.74%
CHAINID_15,10,46564.10927657086,2148,±6.89%
CHAINID_35,1,48380.6962602428,2067,±6.46%
CHAINID_35,2,48961.58152098056,2043,±6.01%
CHAINID_35,3,47570.907440403214,2103,±6.09%
CHAINID_35,4,49056.08341483269,2049,±5.66%
CHAINID_35,5,47578.10569059043,2102,±5.83%
CHAINID_35,6,48267.25035560638,2072,±5.19%
CHAINID_35,7,47625.205630347846,2100,±6.10%
CHAINID_35,8,48651.112656648984,2056,±5.54%
CHAINID_35,9,47060.58277803309,2125,±5.93%
CHAINID_35,10,48780.79745898533,2051,±6.09%
CHAINID_20,1,46951.743783268015,2137,±6.52%
CHAINID_20,2,44911.3884366142,2227,±5.96%
CHAINID_20,3,46152.13687264759,2167,±5.97%
CHAINID_20,4,45539.1576381329,2196,±6.11%
CHAINID_20,5,46723.67714209737,2141,±5.92%
CHAINID_20,6,44632.734224659056,2241,±5.86%
CHAINID_20,7,46501.01069792211,2151,±6.62%
CHAINID_20,8,44852.90253643498,2230,±6.15%
