opcode,intercept,intercept_p,estimate_marginal_ns,estimate_marginal_ns_p,arg0_ns_raw,arg1_ns_raw,arg2_ns_raw,arg0_ns_p,arg1_ns_p,arg2_ns_p,expensive_ns_raw,expensive_ns_p,has_impacting_arg0,has_impacting_arg1,has_impacting_arg2,has_impacting
ADD,8166.99699337487,1.29712801064634e-63,-58.3911419568078,0.00849795952656724,2.29123493594661,0.906913402798228,NA,0.00877774135862795,0.287421895581684,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
ADDMOD,7348.04084264048,1.14191038896708e-30,8.04970839360528,0.79593708843585,1.10412753436929,1.30702924889655,-0.598124825986225,0.225086379225006,0.168592714395957,0.583578472643059,-33.2695158593734,0.195579091210129,FALSE,FALSE,FALSE,FALSE
AND,6702.33839775423,4.84418609697473e-51,34.2363307017001,0.101441757861286,-0.77395381205669,-0.642045835499142,NA,0.349577839396165,0.475319116248695,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
BYTE,7768.30125374711,1.26960611415015e-56,2.02383479407675,0.928872078815735,-0.395760769968344,0.592459384693636,NA,0.659576100916141,0.501788018244496,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
DIV,7311.24366919318,2.35084096229642e-44,-11.3783594552856,0.646781519517809,1.14360519444308,-0.315470914819779,NA,0.351614289222681,0.787428180453701,NA,-5.66600936629034,0.836275106397216,FALSE,FALSE,FALSE,FALSE
EQ,6645.63561755195,2.26723167510813e-48,43.8648815716272,0.040780465091141,-2.15854079864447,-0.46463850956843,NA,0.0116498449352486,0.604149936646177,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
EXP,7658.68692304819,1.36361427432932e-108,-11.4917641012237,0.422697095784771,0.335608568819204,30.8418976048066,NA,0.58215799796144,5.89709897602906e-225,NA,NA,NA,FALSE,TRUE,FALSE,TRUE
GT,7177.75373888852,7.59267916987014e-53,4.51426711314264,0.836542969239385,-0.510092206085105,0.40077935518393,NA,0.578940170517467,0.652340941849983,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
ISZERO,7014.296790237,1.97444933500697e-82,24.2760903732386,0.129486427819567,-1.41542615991616,NA,NA,0.114029916714845,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
KECCAK256,64258.1574459445,1.81381031367946e-81,387.302258608222,0.00882481555356085,0.0114130361949343,1.58341818955163,NA,0.323132560903005,0,NA,NA,NA,FALSE,TRUE,FALSE,TRUE
LT,7025.62946802934,6.13834182747369e-49,2.91459456835799,0.89677494472569,-0.478338378717421,0.566641439035112,NA,0.589697843308918,0.534583283129833,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
MOD,7282.11956141911,2.26042790194323e-42,-23.1485418342665,0.362814680001034,0.204488440570013,0.889671446799978,NA,0.867786266387565,0.466615562619709,NA,23.1984695790029,0.406660889547121,FALSE,FALSE,FALSE,FALSE
MUL,7029.19120274728,1.30519312031352e-49,-12.5540709701724,0.573295966205874,0.0505462239643058,0.811132729023363,NA,0.954255951650684,0.358513768585567,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
MULMOD,6803.42811845252,1.80775373645062e-30,39.2817112930708,0.174863420386831,-0.0274314644613389,-0.0743525427828746,0.258139933594434,0.975191444785888,0.932649310955504,0.781814925595301,-15.4790913877422,0.564269979215412,FALSE,FALSE,FALSE,FALSE
NOT,6947.33821042251,4.92089189635497e-75,4.59905722421802,0.785374702460498,0.256682766323537,NA,NA,0.767930655758667,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
OR,6958.34841016903,2.22989779195419e-52,16.658787022714,0.4349058929853,0.535452828270982,-1.87314091740448,NA,0.533571185322875,0.0294465600679286,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SAR,7334.4049577582,1.17752701510584e-48,-36.1556373457425,0.124882925467737,1.3518862549695,0.6911809054606,NA,0.133010157145548,0.436411469365174,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SDIV,7221.18838299169,1.33236686679362e-44,-8.77400770247055,0.719604587822519,0.223595758155007,0.989128455896613,NA,0.860656456645278,0.417987753436429,NA,8.60744914841003,0.757785035512682,FALSE,FALSE,FALSE,FALSE
SGT,7610.45244329328,9.76714329015392e-58,-17.1672178268444,0.434035101769016,0.579450601548406,0.848265709934411,NA,0.535550905657627,0.316225937149061,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SHL,7107.07064889617,2.80954298807701e-54,7.99617781474213,0.707424580819867,-0.290113441216047,0.174842557120374,NA,0.730089173807888,0.84144966678804,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SHR,6786.37267211909,8.72789320199892e-57,27.0704361192522,0.171264786240892,0.911819451487224,-1.91350689356177,NA,0.291687910535418,0.0245487503392458,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SIGNEXTEND,6852.6479677229,8.34668451305123e-53,10.1050554212612,0.628761058905427,0.331577331508068,-0.700057333704119,NA,0.693224035922005,0.419511025519464,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SLT,6837.86227134873,2.01769748974788e-43,1.7996937779103,0.939036308308175,0.171986764140626,-0.159015322630699,NA,0.84537110650339,0.851510396224226,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
SMOD,7046.67706994826,8.3348722558843e-44,14.3476132935669,0.55189202529385,-0.767514310983213,-0.271727287005658,NA,0.520420774150594,0.820040459964069,NA,-4.55883562436837,0.865755720752987,FALSE,FALSE,FALSE,FALSE
SUB,6701.65129095995,4.52542015915206e-45,16.788440736617,0.456546490586929,-0.498046631682449,-0.387796472342125,NA,0.575482254505851,0.661222889703853,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
XOR,6636.19202130526,2.85615798362634e-50,11.1765282756557,0.592318015971133,0.0308596831962809,-0.830928850180911,NA,0.970287119026167,0.321159765145556,NA,NA,NA,FALSE,FALSE,FALSE,FALSE
