op,estimate_marginal_ns,estimate_marginal_ns_stderr,env
DUP5,4.49090909090908,0.945618672622771,erigon
DUP6,4.49636363636364,0.545166927536609,erigon
DUP7,4.64636363636364,0.714924142077759,erigon
DUP8,4.92454545454545,0.533215465625641,erigon
DUP9,4.39727272727275,0.8006661023984,erigon
DUP10,4.87363636363636,0.614775149829988,erigon
DUP11,4.9118181818182,0.565340450992152,erigon
DUP12,5.0018181818182,0.606443515402498,erigon
DUP13,3.68090909090909,0.584842125887866,erigon
DUP14,3.63545454545454,0.753294508860838,erigon
DUP15,4.49545454545454,0.636403678393894,erigon
DUP16,5.01363636363639,0.734545392039205,erigon
SWAP1,4.8890909090909,0.440059683739064,erigon
SWAP2,5.23727272727273,0.483980188409801,erigon
SWAP3,5.29090909090908,0.514457643219212,erigon
SWAP4,5.62000000000001,0.704703859677167,erigon
SWAP5,4.88727272727272,0.489675217038619,erigon
SWAP6,5.18454545454545,0.520373797273545,erigon
SWAP7,5.97636363636365,0.613160234287034,erigon
SWAP8,5.52818181818182,0.222993862306258,erigon
SWAP9,5.65909090909091,0.272365922230162,erigon
SWAP10,5.67272727272729,0.455576608172199,erigon
SWAP11,5.07363636363636,0.739781257224014,erigon
SWAP12,5.47727272727274,0.377636431722126,erigon
SWAP13,5.83818181818183,0.572928936758165,erigon
SWAP14,5.85454545454544,0.271722053202367,erigon
SWAP15,5.15454545454545,0.601458282938811,erigon
SWAP16,6.5809090909091,0.477066237197743,erigon
