op,estimate_marginal_ns,estimate_marginal_ns_stderr,env
TIMESTAMP,31.1972980113979,3.88314680630205,nethermind
NUMBER,30.2563463780397,2.60028371859698,nethermind
DIFFICULTY,26.4063834862566,2.08424314785045,nethermind
GASLIMIT,27.339424336716,2.20281979881667,nethermind
CHAINID,26.6260497932019,2.1096870260861,nethermind
SELFBALANCE,104.421205706636,2.71718134372942,nethermind
POP,4.28511610799096,3.73331727066421,nethermind
MLOAD,61.5751125123679,5.19212756859868,nethermind
MSTORE8,76.6403283384385,2.1334695079348,nethermind
JUMP,88.4029683665957,16.9416788823964,nethermind
JUMPI,127.725710445601,29.1928802426689,nethermind
PC,20.1360615633593,3.63863451407554,nethermind
MSIZE,27.107545620128,3.62566355479716,nethermind
GAS,30.166071720152,3.09386923590768,nethermind
JUMPDEST,18.0313446439984,3.26323931124278,nethermind
PUSH0,32.1044506092283,2.92843860474629,nethermind
LOG0,166.261554173732,4.71594559307846,nethermind
LOG1,190.639787040541,7.64669975402486,nethermind
LOG2,208.653779458549,6.63158876023624,nethermind
LOG3,235.516545614558,5.91559475877478,nethermind
LOG4,263.719346857583,7.06596918594379,nethermind
CALL,2382.23955807507,41.2424584100152,nethermind
RETURN,142.162390484239,23.8428880827607,nethermind
DELEGATECALL,2284.97110547804,51.7293869783057,nethermind
STATICCALL,2299.81224893316,51.2446673273611,nethermind
REVERT,415.461314011688,81.8457854290648,nethermind
PUSH1,23.8820957157185,2.53341514814804,nethermind
PUSH2,17.6535958592909,4.27275975664284,nethermind
PUSH3,20.6350609874377,2.26507064739277,nethermind
PUSH4,23.5935866382273,2.03880091500931,nethermind
PUSH5,19.5728206998309,2.34602834659644,nethermind
PUSH6,22.2371097735665,2.81513451777898,nethermind
PUSH7,22.6104714153332,2.51599298315565,nethermind
PUSH8,16.7482515766695,2.65645929469052,nethermind
PUSH9,19.1764009242838,3.04300252522248,nethermind
PUSH10,22.0386198888972,3.44727026130878,nethermind
PUSH11,22.312713148809,2.77264963416942,nethermind
PUSH12,25.0912615600305,2.92933522972609,nethermind
PUSH13,22.7983005294284,1.9479948638724,nethermind
PUSH14,24.5588793777632,2.70828234023389,nethermind
PUSH15,21.0839660789116,2.33900291422675,nethermind
PUSH16,22.7557447939995,2.74905866178776,nethermind
PUSH17,23.5063046718483,1.15431586328499,nethermind
PUSH18,25.2183245848281,4.11123182817452,nethermind
PUSH19,21.3396224063117,1.55901093401818,nethermind
PUSH20,23.0634595527068,3.32850709055086,nethermind
PUSH21,20.8159469470147,1.8936929054119,nethermind
PUSH22,25.5706604147771,2.24052647076835,nethermind
PUSH23,20.1069343019479,2.90958900263468,nethermind
PUSH24,19.3996394144035,1.63033963635639,nethermind
PUSH25,19.9342857977186,3.23207062645003,nethermind
PUSH26,23.887269836461,2.75878688273298,nethermind
PUSH27,23.1453289609242,1.85839237794683,nethermind
PUSH28,23.1500607322837,1.65068147571375,nethermind
PUSH29,24.9272437001751,3.44268810005504,nethermind
PUSH30,19.6897480998749,2.12816844794241,nethermind
PUSH31,22.3160599441329,1.88832804361353,nethermind
PUSH32,14.8743294056665,3.25375604361226,nethermind
DUP1,17.8600075866156,2.33915343680839,nethermind
DUP2,16.7926986172371,2.41096059807533,nethermind
DUP3,12.6857105024968,3.2076592902983,nethermind
DUP4,19.1200107739744,4.4585343802089,nethermind
DUP5,23.3594801158408,4.68763549012453,nethermind
DUP6,15.9009885447164,3.13283117035973,nethermind
DUP7,19.7557597955987,4.28822543341421,nethermind
DUP8,16.177556380261,3.59825839470717,nethermind
DUP9,19.2069066715771,2.87394121666242,nethermind
DUP10,17.3677496537434,3.94486030035309,nethermind
DUP11,6.82544339484043,1.66450840587693,nethermind
DUP12,11.8155606269615,3.01153051071596,nethermind
DUP13,15.5278961246328,2.28654682015187,nethermind
DUP14,15.3671957432324,2.73649780711017,nethermind
DUP15,17.5756831286354,3.23359744613235,nethermind
DUP16,10.7115749525238,2.40650684612092,nethermind
SWAP1,18.0257841646042,3.62806138112233,nethermind
SWAP2,18.7062898333218,2.5832314201896,nethermind
SWAP3,11.9221761109012,3.03685217581641,nethermind
SWAP4,18.5159130523766,3.12002592862664,nethermind
SWAP5,15.233178880679,4.7255943385035,nethermind
SWAP6,13.2597493320855,2.20131738615801,nethermind
SWAP7,11.9995668670589,3.73607433617015,nethermind
SWAP8,14.4985717376774,2.87314324869294,nethermind
SWAP9,17.2291976695149,4.96071999653334,nethermind
SWAP10,13.1014253475491,3.25924222881907,nethermind
SWAP11,14.472840474267,4.68041557947337,nethermind
SWAP12,14.7639294962363,2.53025180600456,nethermind
SWAP13,11.4559935663731,4.0304052138694,nethermind
SWAP14,17.9514766766561,2.99584657721166,nethermind
SWAP15,16.827982034942,3.09022736904899,nethermind
SWAP16,17.4145743863525,2.22801966867362,nethermind
